|dates|Jefferson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|10493.0|0|10493.0|0|167.0|0|0.0|100
0|2021-12-19|10493.0|0|10493.0|0|167.0|0|0.0|100
0|2021-12-20|10543.0|0|10543.0|0|169.0|0|0.0|100
0|2021-12-21|10557.0|0|10557.0|0|170.0|0|0.0|100
0|2021-12-22|10585.0|0|10585.0|0|170.0|0|0.0|100
0|2021-12-23|10621.0|0|10621.0|0|207.0|0|0.0|100
0|2021-12-24|10621.0|0|10621.0|0|207.0|0|0.0|100
0|2021-12-25|10621.0|0|10621.0|0|207.0|0|0.0|100
0|2021-12-26|10621.0|0|10621.0|0|207.0|0|0.0|100
0|2021-12-27|10696.0|0|10696.0|0|210.0|0|0.0|100
0|2021-12-28|10741.0|0|10741.0|0|213.0|0|0.0|100
0|2021-12-29|10776.0|0|10776.0|0|213.0|0|0.0|100
0|2021-12-30|10836.0|0|10836.0|0|215.0|0|0.0|100
0|2021-12-31|10836.0|0|10836.0|0|215.0|0|0.0|100
0|2022-01-01|10836.0|0|10836.0|0|215.0|0|0.0|100
0|2022-01-02|10836.0|0|10836.0|0|215.0|0|0.0|100
0|2022-01-03|11032.0|0|11032.0|0|216.0|0|0.0|100
0|2022-01-04|11078.0|0|11078.0|0|216.0|0|0.0|100
0|2022-01-05|11078.0|0|11078.0|0|216.0|0|0.0|100
0|2022-01-06|11078.0|0|11078.0|0|216.0|0|0.0|100
0|2022-01-07|11078.0|0|11078.0|0|216.0|0|0.0|100
0|2022-01-08|11078.0|0|11078.0|0|216.0|0|0.0|100
0|2022-01-09|11078.0|0|11078.0|0|216.0|0|0.0|100
0|2022-01-10|11078.0|0|11078.0|0|216.0|0|0.0|100
0|2022-01-11|11078.0|0|11078.0|0|216.0|0|0.0|100
0|2022-01-12|11510.0|0|11510.0|0|217.0|0|0.0|100
0|2022-01-13|11510.0|0|11510.0|0|217.0|0|0.0|100
0|2022-01-14|11510.0|0|11510.0|0|217.0|0|0.0|100
0|2022-01-15|11510.0|0|11510.0|0|217.0|0|0.0|100
0|2022-01-16|11510.0|0|11510.0|0|217.0|0|0.0|100
0|2022-01-17|11510.0|0|0.0|100|217.0|0|0.0|100
