|dates|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Wayne_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|7381.0|0|7381.0|0|138.0|0|0.0|100
0|2021-12-28|7417.0|0|7417.0|0|138.0|0|0.0|100
0|2021-12-29|7456.0|0|7456.0|0|140.0|0|0.0|100
0|2021-12-30|7543.0|0|7543.0|0|140.0|0|0.0|100
0|2021-12-31|7603.0|0|7603.0|0|140.0|0|0.0|100
0|2022-01-01|7661.0|0|7661.0|0|140.0|0|0.0|100
0|2022-01-02|7715.0|0|7715.0|0|140.0|0|0.0|100
0|2022-01-03|7766.0|0|7766.0|0|140.0|0|0.0|100
0|2022-01-04|7838.0|0|7838.0|0|140.0|0|0.0|100
0|2022-01-05|7916.0|0|7916.0|0|142.0|0|0.0|100
0|2022-01-06|8045.0|0|8045.0|0|144.0|0|0.0|100
0|2022-01-07|8102.0|0|8102.0|0|144.0|0|0.0|100
0|2022-01-08|8234.0|0|8234.0|0|144.0|0|0.0|100
0|2022-01-09|8310.0|0|8310.0|0|144.0|0|0.0|100
0|2022-01-10|8369.0|0|8369.0|0|144.0|0|0.0|100
0|2022-01-11|8491.0|0|8491.0|0|144.0|0|0.0|100
0|2022-01-12|8557.0|0|8557.0|0|144.0|0|0.0|100
0|2022-01-13|8557.0|0|8594.0|0|144.0|0|0.0|100
0|2022-01-14|8689.0|0|8689.0|0|146.0|0|0.0|100
0|2022-01-15|8745.0|0|8745.0|0|147.0|0|0.0|100
0|2022-01-16|8867.0|0|8867.0|0|147.0|0|0.0|100
0|2022-01-17|8918.0|0|0.0|100|147.0|0|0.0|100
