|dates|Hinsdale_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hinsdale_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hinsdale_Colorado_UnitedStates.Male_Total_Population.data|Hinsdale_Colorado_UnitedStates.Male_Total_Population.missing|Hinsdale_Colorado_UnitedStates.Female_Total_Population.data|Hinsdale_Colorado_UnitedStates.Female_Total_Population.missing|Hinsdale_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Hinsdale_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-29|246.0|0|418.0|0|393.0|0|126.0|0
0|2021-12-30|246.0|0|418.0|0|393.0|0|126.0|0
0|2021-12-31|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-01|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-02|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-03|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-04|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-05|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-06|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-07|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-08|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-09|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-10|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-11|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-12|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-13|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-14|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-15|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-16|246.0|0|418.0|0|393.0|0|126.0|0
0|2022-01-17|246.0|0|418.0|0|393.0|0|126.0|0
