|dates|Thurston_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Thurston_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Thurston_Nebraska_UnitedStates.Male_Total_Population.data|Thurston_Nebraska_UnitedStates.Male_Total_Population.missing|Thurston_Nebraska_UnitedStates.Female_Total_Population.data|Thurston_Nebraska_UnitedStates.Female_Total_Population.missing|Thurston_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Thurston_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-13|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-14|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-15|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-16|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-17|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-18|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-19|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-20|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-21|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-22|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-23|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-24|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-25|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-26|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-27|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-28|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-29|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-11-30|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-01|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-02|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-03|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-04|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-05|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-06|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-07|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-08|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-09|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-10|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-11|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-12|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-13|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-14|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-15|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-16|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-17|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-18|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-19|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-20|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-21|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-22|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-23|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-24|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-25|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-26|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-27|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-28|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-29|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-30|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2021-12-31|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-01|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-02|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-03|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-04|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-05|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-06|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-07|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-08|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-09|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-10|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-11|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-12|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-13|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-14|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-15|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-16|865.0|0|3605.0|0|3698.0|0|2641.0|0
0|2022-01-17|865.0|0|3605.0|0|3698.0|0|2641.0|0
