|dates|Davie_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Davie_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Davie_NorthCarolina_UnitedStates.Male_Total_Population.data|Davie_NorthCarolina_UnitedStates.Male_Total_Population.missing|Davie_NorthCarolina_UnitedStates.Female_Total_Population.data|Davie_NorthCarolina_UnitedStates.Female_Total_Population.missing|Davie_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Davie_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-21|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-22|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-23|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-24|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-25|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-26|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-27|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-28|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-29|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-11-30|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-01|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-02|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-03|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-04|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-05|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-06|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-07|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-08|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-09|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-10|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-11|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-12|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-13|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-14|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-15|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-16|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-17|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-18|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-19|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-20|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-21|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-22|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-23|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-24|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-25|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-26|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-27|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-28|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-29|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-30|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2021-12-31|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-01|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-02|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-03|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-04|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-05|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-06|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-07|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-08|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-09|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-10|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-11|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-12|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-13|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-14|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-15|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-16|9044.0|0|20849.0|0|21884.0|0|8979.0|0
0|2022-01-17|9044.0|0|20849.0|0|21884.0|0|8979.0|0
