|dates|Gloucester_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gloucester_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gloucester_NewJersey_UnitedStates.Male_Total_Population.data|Gloucester_NewJersey_UnitedStates.Male_Total_Population.missing|Gloucester_NewJersey_UnitedStates.Female_Total_Population.data|Gloucester_NewJersey_UnitedStates.Female_Total_Population.missing|Gloucester_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Gloucester_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-17|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-18|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-19|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-20|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-21|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-22|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-23|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-24|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-25|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-26|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-27|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-28|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-29|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-11-30|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-01|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-02|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-03|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-04|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-05|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-06|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-07|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-08|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-09|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-10|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-11|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-12|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-13|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-14|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-15|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-16|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-17|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-18|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-19|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-20|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-21|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-22|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-23|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-24|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-25|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-26|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-27|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-28|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-29|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-30|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2021-12-31|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-01|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-02|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-03|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-04|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-05|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-06|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-07|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-08|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-09|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-10|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-11|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-12|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-13|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-14|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-15|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-16|46126.0|0|141789.0|0|149619.0|0|63440.0|0
0|2022-01-17|46126.0|0|141789.0|0|149619.0|0|63440.0|0
