|dates|Alamosa_Colorado_UnitedStates.JHU_ConfirmedCases.data|Alamosa_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Alamosa_Colorado_UnitedStates.NYT_ConfirmedCases.data|Alamosa_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Alamosa_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Alamosa_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Alamosa_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Alamosa_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|3026.0|0|3026.0|0|52.0|0|0.0|100
0|2021-12-18|3026.0|0|3026.0|0|52.0|0|0.0|100
0|2021-12-19|3026.0|0|3026.0|0|52.0|0|0.0|100
0|2021-12-20|3032.0|0|3032.0|0|52.0|0|0.0|100
0|2021-12-21|3039.0|0|3039.0|0|54.0|0|0.0|100
0|2021-12-22|3042.0|0|3042.0|0|54.0|0|0.0|100
0|2021-12-23|3050.0|0|3050.0|0|54.0|0|0.0|100
0|2021-12-24|3055.0|0|3055.0|0|54.0|0|0.0|100
0|2021-12-25|3055.0|0|3055.0|0|54.0|0|0.0|100
0|2021-12-26|3055.0|0|3055.0|0|54.0|0|0.0|100
0|2021-12-27|3065.0|0|3065.0|0|54.0|0|0.0|100
0|2021-12-28|3071.0|0|3071.0|0|56.0|0|0.0|100
0|2021-12-29|3081.0|0|3081.0|0|56.0|0|0.0|100
0|2021-12-30|3087.0|0|3087.0|0|56.0|0|0.0|100
0|2021-12-31|3101.0|0|3101.0|0|56.0|0|0.0|100
0|2022-01-01|3101.0|0|3101.0|0|56.0|0|0.0|100
0|2022-01-02|3101.0|0|3101.0|0|56.0|0|0.0|100
0|2022-01-03|3117.0|0|3117.0|0|56.0|0|0.0|100
0|2022-01-04|3147.0|0|3147.0|0|56.0|0|0.0|100
0|2022-01-05|3176.0|0|3176.0|0|56.0|0|0.0|100
0|2022-01-06|3185.0|0|3185.0|0|56.0|0|0.0|100
0|2022-01-07|3201.0|0|3201.0|0|56.0|0|0.0|100
0|2022-01-08|3201.0|0|3201.0|0|56.0|0|0.0|100
0|2022-01-09|3201.0|0|3201.0|0|56.0|0|0.0|100
0|2022-01-10|3261.0|0|3261.0|0|56.0|0|0.0|100
0|2022-01-11|3298.0|0|3298.0|0|57.0|0|0.0|100
0|2022-01-12|3341.0|0|3341.0|0|57.0|0|0.0|100
0|2022-01-13|3341.0|0|3404.0|0|57.0|0|0.0|100
0|2022-01-14|3426.0|0|3415.0|0|58.0|0|0.0|100
0|2022-01-15|3426.0|0|3426.0|0|58.0|0|0.0|100
0|2022-01-16|3426.0|0|3426.0|0|58.0|0|0.0|100
0|2022-01-17|3499.0|0|0.0|100|58.0|0|0.0|100
