|dates|Carroll_Maryland_UnitedStates.JHU_ConfirmedCases.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Maryland_UnitedStates.NYT_ConfirmedCases.data|Carroll_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Carroll_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|13004.0|0|13011.0|0|297.0|0|0.0|100
0|2021-12-22|13004.0|0|13011.0|0|297.0|0|0.0|100
0|2021-12-23|13004.0|0|13011.0|0|297.0|0|0.0|100
0|2021-12-24|13004.0|0|13011.0|0|297.0|0|0.0|100
0|2021-12-25|13004.0|0|13011.0|0|297.0|0|0.0|100
0|2021-12-26|13004.0|0|13011.0|0|297.0|0|0.0|100
0|2021-12-27|13004.0|0|13011.0|0|297.0|0|0.0|100
0|2021-12-28|14664.0|0|14671.0|0|310.0|0|0.0|100
0|2021-12-29|14809.0|0|14816.0|0|315.0|0|0.0|100
0|2021-12-30|14993.0|0|15000.0|0|318.0|0|0.0|100
0|2021-12-31|14993.0|0|15000.0|0|318.0|0|0.0|100
0|2022-01-01|14993.0|0|15000.0|0|318.0|0|0.0|100
0|2022-01-02|15691.0|0|15698.0|0|320.0|0|0.0|100
0|2022-01-03|15816.0|0|15823.0|0|321.0|0|0.0|100
0|2022-01-04|16103.0|0|16110.0|0|323.0|0|0.0|100
0|2022-01-05|16276.0|0|16283.0|0|327.0|0|0.0|100
0|2022-01-06|16516.0|0|16523.0|0|327.0|0|0.0|100
0|2022-01-07|16773.0|0|16780.0|0|328.0|0|0.0|100
0|2022-01-08|16977.0|0|16984.0|0|330.0|0|0.0|100
0|2022-01-09|17320.0|0|17327.0|0|332.0|0|0.0|100
0|2022-01-10|17546.0|0|17553.0|0|332.0|0|0.0|100
0|2022-01-11|17746.0|0|17753.0|0|334.0|0|0.0|100
0|2022-01-12|17889.0|0|17896.0|0|335.0|0|0.0|100
0|2022-01-13|17889.0|0|18067.0|0|335.0|0|0.0|100
0|2022-01-14|18337.0|0|18344.0|0|338.0|0|0.0|100
0|2022-01-15|18516.0|0|18523.0|0|341.0|0|0.0|100
0|2022-01-16|18675.0|0|18682.0|0|343.0|0|0.0|100
0|2022-01-17|18877.0|0|0.0|100|343.0|0|0.0|100
