|dates|Isabella_Michigan_UnitedStates.JHU_ConfirmedCases.data|Isabella_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Isabella_Michigan_UnitedStates.NYT_ConfirmedCases.data|Isabella_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Isabella_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Isabella_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Isabella_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Isabella_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|9506.0|0|9506.0|0|135.0|0|0.0|100
0|2021-11-09|9506.0|0|9506.0|0|135.0|0|0.0|100
0|2021-11-10|9579.0|0|9579.0|0|137.0|0|0.0|100
0|2021-11-11|9579.0|0|9579.0|0|137.0|0|0.0|100
0|2021-11-12|9677.0|0|9677.0|0|137.0|0|0.0|100
0|2021-11-13|9677.0|0|9677.0|0|137.0|0|0.0|100
0|2021-11-14|9677.0|0|9677.0|0|137.0|0|0.0|100
0|2021-11-15|9828.0|0|9828.0|0|137.0|0|0.0|100
0|2021-11-16|9828.0|0|9828.0|0|137.0|0|0.0|100
0|2021-11-17|9921.0|0|9921.0|0|138.0|0|0.0|100
0|2021-11-18|9921.0|0|9921.0|0|138.0|0|0.0|100
0|2021-11-19|10032.0|0|10032.0|0|138.0|0|0.0|100
0|2021-11-20|10032.0|0|10032.0|0|138.0|0|0.0|100
0|2021-11-21|10032.0|0|10032.0|0|138.0|0|0.0|100
0|2021-11-22|10121.0|0|10121.0|0|138.0|0|0.0|100
0|2021-11-23|10121.0|0|10121.0|0|138.0|0|0.0|100
0|2021-11-24|10227.0|0|10227.0|0|140.0|0|0.0|100
0|2021-11-25|10227.0|0|10227.0|0|140.0|0|0.0|100
0|2021-11-26|10227.0|0|10227.0|0|140.0|0|0.0|100
0|2021-11-27|10227.0|0|10227.0|0|140.0|0|0.0|100
0|2021-11-28|10227.0|0|10227.0|0|140.0|0|0.0|100
0|2021-11-29|10358.0|0|10358.0|0|140.0|0|0.0|100
0|2021-11-30|10358.0|0|10358.0|0|140.0|0|0.0|100
0|2021-12-01|10443.0|0|10443.0|0|143.0|0|0.0|100
0|2021-12-02|10443.0|0|10443.0|0|143.0|0|0.0|100
0|2021-12-03|10559.0|0|10559.0|0|143.0|0|0.0|100
0|2021-12-04|10559.0|0|10559.0|0|143.0|0|0.0|100
0|2021-12-05|10559.0|0|10559.0|0|143.0|0|0.0|100
0|2021-12-06|10632.0|0|10632.0|0|143.0|0|0.0|100
0|2021-12-07|10632.0|0|10632.0|0|143.0|0|0.0|100
0|2021-12-08|10712.0|0|10712.0|0|145.0|0|0.0|100
0|2021-12-09|10712.0|0|10712.0|0|145.0|0|0.0|100
0|2021-12-10|10763.0|0|10763.0|0|149.0|0|0.0|100
0|2021-12-11|10763.0|0|10763.0|0|149.0|0|0.0|100
0|2021-12-12|10763.0|0|10763.0|0|149.0|0|0.0|100
0|2021-12-13|10881.0|0|10881.0|0|150.0|0|0.0|100
0|2021-12-14|10881.0|0|10881.0|0|150.0|0|0.0|100
0|2021-12-15|10944.0|0|10944.0|0|150.0|0|0.0|100
0|2021-12-16|10944.0|0|10944.0|0|150.0|0|0.0|100
0|2021-12-17|11023.0|0|11023.0|0|155.0|0|0.0|100
0|2021-12-18|11023.0|0|11023.0|0|155.0|0|0.0|100
0|2021-12-19|11023.0|0|11023.0|0|155.0|0|0.0|100
0|2021-12-20|11093.0|0|11093.0|0|156.0|0|0.0|100
0|2021-12-21|11093.0|0|11093.0|0|156.0|0|0.0|100
0|2021-12-22|11175.0|0|11175.0|0|159.0|0|0.0|100
0|2021-12-23|11175.0|0|11175.0|0|159.0|0|0.0|100
0|2021-12-24|11175.0|0|11175.0|0|159.0|0|0.0|100
0|2021-12-25|11175.0|0|11175.0|0|159.0|0|0.0|100
0|2021-12-26|11175.0|0|11175.0|0|159.0|0|0.0|100
0|2021-12-27|11315.0|0|11315.0|0|160.0|0|0.0|100
0|2021-12-28|11315.0|0|11315.0|0|160.0|0|0.0|100
0|2021-12-29|11410.0|0|11410.0|0|161.0|0|0.0|100
0|2021-12-30|11410.0|0|11410.0|0|161.0|0|0.0|100
0|2021-12-31|11410.0|0|11410.0|0|161.0|0|0.0|100
0|2022-01-01|11410.0|0|11410.0|0|161.0|0|0.0|100
0|2022-01-02|11410.0|0|11410.0|0|161.0|0|0.0|100
0|2022-01-03|11659.0|0|11659.0|0|162.0|0|0.0|100
0|2022-01-04|11659.0|0|11659.0|0|162.0|0|0.0|100
0|2022-01-05|11816.0|0|11816.0|0|167.0|0|0.0|100
0|2022-01-06|11816.0|0|11816.0|0|167.0|0|0.0|100
0|2022-01-07|12069.0|0|12069.0|0|167.0|0|0.0|100
0|2022-01-08|12069.0|0|12069.0|0|167.0|0|0.0|100
0|2022-01-09|12069.0|0|12069.0|0|167.0|0|0.0|100
0|2022-01-10|12337.0|0|12337.0|0|168.0|0|0.0|100
0|2022-01-11|12337.0|0|12337.0|0|168.0|0|0.0|100
0|2022-01-12|12554.0|0|12554.0|0|171.0|0|0.0|100
0|2022-01-13|12554.0|0|12554.0|0|171.0|0|0.0|100
0|2022-01-14|12795.0|0|12795.0|0|174.0|0|0.0|100
0|2022-01-15|12795.0|0|12795.0|0|174.0|0|0.0|100
0|2022-01-16|12795.0|0|12795.0|0|174.0|0|0.0|100
0|2022-01-17|12795.0|0|0.0|100|174.0|0|0.0|100
