|dates|Webb_Texas_UnitedStates.JHU_ConfirmedCases.data|Webb_Texas_UnitedStates.JHU_ConfirmedCases.missing|Webb_Texas_UnitedStates.NYT_ConfirmedCases.data|Webb_Texas_UnitedStates.NYT_ConfirmedCases.missing|Webb_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Webb_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Webb_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Webb_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|57588.0|0|57588.0|0|923.0|0|0.0|100
0|2021-12-19|57594.0|0|57594.0|0|923.0|0|0.0|100
0|2021-12-20|57617.0|0|57617.0|0|923.0|0|0.0|100
0|2021-12-21|57648.0|0|57648.0|0|923.0|0|0.0|100
0|2021-12-22|57677.0|0|57677.0|0|923.0|0|0.0|100
0|2021-12-23|57699.0|0|57699.0|0|923.0|0|0.0|100
0|2021-12-24|57699.0|0|57699.0|0|923.0|0|0.0|100
0|2021-12-25|57699.0|0|57699.0|0|923.0|0|0.0|100
0|2021-12-26|57699.0|0|57699.0|0|923.0|0|0.0|100
0|2021-12-27|57921.0|0|57921.0|0|923.0|0|0.0|100
0|2021-12-28|57947.0|0|57947.0|0|923.0|0|0.0|100
0|2021-12-29|57964.0|0|57964.0|0|924.0|0|0.0|100
0|2021-12-30|58076.0|0|58076.0|0|925.0|0|0.0|100
0|2021-12-31|58076.0|0|58076.0|0|925.0|0|0.0|100
0|2022-01-01|58076.0|0|58076.0|0|925.0|0|0.0|100
0|2022-01-02|58076.0|0|58076.0|0|925.0|0|0.0|100
0|2022-01-03|59860.0|0|59860.0|0|926.0|0|0.0|100
0|2022-01-04|60618.0|0|60618.0|0|926.0|0|0.0|100
0|2022-01-05|61626.0|0|61626.0|0|927.0|0|0.0|100
0|2022-01-06|62253.0|0|62253.0|0|927.0|0|0.0|100
0|2022-01-07|63187.0|0|63187.0|0|927.0|0|0.0|100
0|2022-01-08|64070.0|0|64070.0|0|927.0|0|0.0|100
0|2022-01-09|64891.0|0|64891.0|0|927.0|0|0.0|100
0|2022-01-10|65471.0|0|65471.0|0|927.0|0|0.0|100
0|2022-01-11|65967.0|0|65967.0|0|928.0|0|0.0|100
0|2022-01-12|66780.0|0|66780.0|0|929.0|0|0.0|100
0|2022-01-13|66780.0|0|67441.0|0|929.0|0|0.0|100
0|2022-01-14|67441.0|0|69258.0|0|930.0|0|0.0|100
0|2022-01-15|70018.0|0|70018.0|0|931.0|0|0.0|100
0|2022-01-16|70793.0|0|70793.0|0|931.0|0|0.0|100
0|2022-01-17|71243.0|0|0.0|100|931.0|0|0.0|100
