|dates|Columbia_Georgia_UnitedStates.JHU_ConfirmedCases.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Georgia_UnitedStates.NYT_ConfirmedCases.data|Columbia_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Columbia_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|25106.0|0|25142.0|0|311.0|0|0.0|100
0|2021-11-22|25137.0|0|25175.0|0|311.0|0|0.0|100
0|2021-11-23|25159.0|0|25197.0|0|311.0|0|0.0|100
0|2021-11-24|25176.0|0|25214.0|0|312.0|0|0.0|100
0|2021-11-25|25176.0|0|25214.0|0|312.0|0|0.0|100
0|2021-11-26|25176.0|0|25214.0|0|312.0|0|0.0|100
0|2021-11-27|25176.0|0|25214.0|0|312.0|0|0.0|100
0|2021-11-28|25176.0|0|25214.0|0|312.0|0|0.0|100
0|2021-11-29|25221.0|0|25259.0|0|313.0|0|0.0|100
0|2021-11-30|25255.0|0|25293.0|0|313.0|0|0.0|100
0|2021-12-01|25280.0|0|25318.0|0|314.0|0|0.0|100
0|2021-12-02|25309.0|0|25347.0|0|315.0|0|0.0|100
0|2021-12-03|25328.0|0|25366.0|0|317.0|0|0.0|100
0|2021-12-04|25328.0|0|25366.0|0|317.0|0|0.0|100
0|2021-12-05|25328.0|0|25366.0|0|317.0|0|0.0|100
0|2021-12-06|25375.0|0|25414.0|0|318.0|0|0.0|100
0|2021-12-07|25397.0|0|25436.0|0|318.0|0|0.0|100
0|2021-12-08|25430.0|0|25469.0|0|318.0|0|0.0|100
0|2021-12-09|25440.0|0|25479.0|0|318.0|0|0.0|100
0|2021-12-10|25471.0|0|25510.0|0|319.0|0|0.0|100
0|2021-12-11|25471.0|0|25510.0|0|319.0|0|0.0|100
0|2021-12-12|25471.0|0|25510.0|0|319.0|0|0.0|100
0|2021-12-13|25509.0|0|25546.0|0|319.0|0|0.0|100
0|2021-12-14|25509.0|0|25571.0|0|319.0|0|0.0|100
0|2021-12-15|25563.0|0|25600.0|0|319.0|0|0.0|100
0|2021-12-16|25585.0|0|25622.0|0|319.0|0|0.0|100
0|2021-12-17|25610.0|0|25647.0|0|319.0|0|0.0|100
0|2021-12-18|25610.0|0|25647.0|0|319.0|0|0.0|100
0|2021-12-19|25610.0|0|25647.0|0|319.0|0|0.0|100
0|2021-12-20|25669.0|0|25706.0|0|320.0|0|0.0|100
0|2021-12-21|25717.0|0|25754.0|0|320.0|0|0.0|100
0|2021-12-22|25758.0|0|25795.0|0|322.0|0|0.0|100
0|2021-12-23|25817.0|0|25854.0|0|322.0|0|0.0|100
0|2021-12-24|25896.0|0|25933.0|0|322.0|0|0.0|100
0|2021-12-25|25896.0|0|25933.0|0|322.0|0|0.0|100
0|2021-12-26|25896.0|0|25933.0|0|322.0|0|0.0|100
0|2021-12-27|26032.0|0|26070.0|0|322.0|0|0.0|100
0|2021-12-28|26189.0|0|26227.0|0|322.0|0|0.0|100
0|2021-12-29|26354.0|0|26392.0|0|322.0|0|0.0|100
0|2021-12-30|26538.0|0|26576.0|0|322.0|0|0.0|100
0|2021-12-31|26727.0|0|26765.0|0|323.0|0|0.0|100
0|2022-01-01|26727.0|0|26765.0|0|323.0|0|0.0|100
0|2022-01-02|26727.0|0|26765.0|0|323.0|0|0.0|100
0|2022-01-03|26727.0|0|26765.0|0|323.0|0|0.0|100
0|2022-01-04|27184.0|0|27222.0|0|323.0|0|0.0|100
0|2022-01-05|27436.0|0|27474.0|0|324.0|0|0.0|100
0|2022-01-06|27436.0|0|27474.0|0|324.0|0|0.0|100
0|2022-01-07|27436.0|0|27474.0|0|324.0|0|0.0|100
0|2022-01-08|27436.0|0|27474.0|0|324.0|0|0.0|100
0|2022-01-09|27436.0|0|27474.0|0|324.0|0|0.0|100
0|2022-01-10|28473.0|0|28511.0|0|325.0|0|0.0|100
0|2022-01-11|28739.0|0|28777.0|0|327.0|0|0.0|100
0|2022-01-12|28911.0|0|28949.0|0|327.0|0|0.0|100
0|2022-01-13|28911.0|0|29174.0|0|327.0|0|0.0|100
0|2022-01-14|29704.0|0|29742.0|0|327.0|0|0.0|100
0|2022-01-15|29704.0|0|29742.0|0|327.0|0|0.0|100
0|2022-01-16|29704.0|0|29742.0|0|327.0|0|0.0|100
0|2022-01-17|30034.0|0|0.0|100|327.0|0|0.0|100
