|dates|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|St.Croix_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|St.Croix_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|17039.0|0|17039.0|0|100.0|0|0.0|100
0|2021-12-14|17039.0|0|17136.0|0|100.0|0|0.0|100
0|2021-12-15|17167.0|0|17167.0|0|106.0|0|0.0|100
0|2021-12-16|17229.0|0|17229.0|0|109.0|0|0.0|100
0|2021-12-17|17324.0|0|17324.0|0|110.0|0|0.0|100
0|2021-12-18|17324.0|0|17324.0|0|110.0|0|0.0|100
0|2021-12-19|17324.0|0|17324.0|0|110.0|0|0.0|100
0|2021-12-20|17324.0|0|17408.0|0|110.0|0|0.0|100
0|2021-12-21|17497.0|0|17497.0|0|110.0|0|0.0|100
0|2021-12-22|17564.0|0|17564.0|0|111.0|0|0.0|100
0|2021-12-23|17617.0|0|17617.0|0|113.0|0|0.0|100
0|2021-12-24|17678.0|0|17678.0|0|113.0|0|0.0|100
0|2021-12-25|17678.0|0|17678.0|0|113.0|0|0.0|100
0|2021-12-26|17678.0|0|17678.0|0|113.0|0|0.0|100
0|2021-12-27|17821.0|0|17821.0|0|114.0|0|0.0|100
0|2021-12-28|17868.0|0|17868.0|0|112.0|0|0.0|100
0|2021-12-29|17923.0|0|17923.0|0|112.0|0|0.0|100
0|2021-12-30|18010.0|0|18010.0|0|113.0|0|0.0|100
0|2021-12-31|18144.0|0|18144.0|0|116.0|0|0.0|100
0|2022-01-01|18144.0|0|18144.0|0|116.0|0|0.0|100
0|2022-01-02|18144.0|0|18144.0|0|116.0|0|0.0|100
0|2022-01-03|18392.0|0|18392.0|0|116.0|0|0.0|100
0|2022-01-04|18392.0|0|18519.0|0|116.0|0|0.0|100
0|2022-01-05|18637.0|0|18637.0|0|118.0|0|0.0|100
0|2022-01-06|18892.0|0|18892.0|0|117.0|0|0.0|100
0|2022-01-07|19057.0|0|19057.0|0|118.0|0|0.0|100
0|2022-01-08|19057.0|0|19057.0|0|118.0|0|0.0|100
0|2022-01-09|19057.0|0|19057.0|0|118.0|0|0.0|100
0|2022-01-10|19633.0|0|19633.0|0|118.0|0|0.0|100
0|2022-01-11|19837.0|0|19837.0|0|121.0|0|0.0|100
0|2022-01-12|20000.0|0|20000.0|0|121.0|0|0.0|100
0|2022-01-13|20000.0|0|20261.0|0|121.0|0|0.0|100
0|2022-01-14|20553.0|0|20553.0|0|124.0|0|0.0|100
0|2022-01-15|20553.0|0|20553.0|0|124.0|0|0.0|100
0|2022-01-16|20553.0|0|20553.0|0|124.0|0|0.0|100
0|2022-01-17|21097.0|0|0.0|100|124.0|0|0.0|100
