|dates|Jackson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jackson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Jackson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|3063.0|0|3063.0|0|58.0|0|0.0|100
0|2021-12-29|3084.0|0|3084.0|0|58.0|0|0.0|100
0|2021-12-30|3084.0|0|3084.0|0|58.0|0|0.0|100
0|2021-12-31|3084.0|0|3084.0|0|58.0|0|0.0|100
0|2022-01-01|3084.0|0|3084.0|0|58.0|0|0.0|100
0|2022-01-02|3084.0|0|3084.0|0|58.0|0|0.0|100
0|2022-01-03|3106.0|0|3106.0|0|59.0|0|0.0|100
0|2022-01-04|3118.0|0|3118.0|0|59.0|0|0.0|100
0|2022-01-05|3129.0|0|3129.0|0|59.0|0|0.0|100
0|2022-01-06|3141.0|0|3141.0|0|59.0|0|0.0|100
0|2022-01-07|3155.0|0|3155.0|0|59.0|0|0.0|100
0|2022-01-08|3155.0|0|3155.0|0|59.0|0|0.0|100
0|2022-01-09|3155.0|0|3155.0|0|59.0|0|0.0|100
0|2022-01-10|3160.0|0|3160.0|0|59.0|0|0.0|100
0|2022-01-11|3168.0|0|3168.0|0|59.0|0|0.0|100
0|2022-01-12|3189.0|0|3189.0|0|59.0|0|0.0|100
0|2022-01-13|3189.0|0|3209.0|0|59.0|0|0.0|100
0|2022-01-14|3233.0|0|3233.0|0|60.0|0|0.0|100
0|2022-01-15|3233.0|0|3233.0|0|60.0|0|0.0|100
0|2022-01-16|3233.0|0|3233.0|0|60.0|0|0.0|100
0|2022-01-17|3233.0|0|0.0|100|60.0|0|0.0|100
