|dates|Mitchell_Kansas_UnitedStates.JHU_ConfirmedCases.data|Mitchell_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Mitchell_Kansas_UnitedStates.NYT_ConfirmedCases.data|Mitchell_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Mitchell_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Mitchell_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Mitchell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Mitchell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|879.0|0|879.0|0|17.0|0|0.0|100
0|2021-12-01|884.0|0|884.0|0|17.0|0|0.0|100
0|2021-12-02|884.0|0|884.0|0|17.0|0|0.0|100
0|2021-12-03|884.0|0|888.0|0|17.0|0|0.0|100
0|2021-12-04|888.0|0|888.0|0|17.0|0|0.0|100
0|2021-12-05|888.0|0|888.0|0|17.0|0|0.0|100
0|2021-12-06|890.0|0|890.0|0|17.0|0|0.0|100
0|2021-12-07|890.0|0|890.0|0|17.0|0|0.0|100
0|2021-12-08|898.0|0|898.0|0|17.0|0|0.0|100
0|2021-12-09|898.0|0|898.0|0|17.0|0|0.0|100
0|2021-12-10|906.0|0|906.0|0|17.0|0|0.0|100
0|2021-12-11|906.0|0|906.0|0|17.0|0|0.0|100
0|2021-12-12|906.0|0|906.0|0|17.0|0|0.0|100
0|2021-12-13|909.0|0|909.0|0|17.0|0|0.0|100
0|2021-12-14|909.0|0|909.0|0|17.0|0|0.0|100
0|2021-12-15|914.0|0|914.0|0|17.0|0|0.0|100
0|2021-12-16|914.0|0|914.0|0|17.0|0|0.0|100
0|2021-12-17|915.0|0|915.0|0|17.0|0|0.0|100
0|2021-12-18|915.0|0|915.0|0|17.0|0|0.0|100
0|2021-12-19|915.0|0|915.0|0|17.0|0|0.0|100
0|2021-12-20|917.0|0|917.0|0|17.0|0|0.0|100
0|2021-12-21|917.0|0|917.0|0|17.0|0|0.0|100
0|2021-12-22|920.0|0|920.0|0|17.0|0|0.0|100
0|2021-12-23|920.0|0|920.0|0|17.0|0|0.0|100
0|2021-12-24|920.0|0|920.0|0|17.0|0|0.0|100
0|2021-12-25|920.0|0|920.0|0|17.0|0|0.0|100
0|2021-12-26|920.0|0|920.0|0|17.0|0|0.0|100
0|2021-12-27|924.0|0|924.0|0|17.0|0|0.0|100
0|2021-12-28|924.0|0|924.0|0|17.0|0|0.0|100
0|2021-12-29|931.0|0|931.0|0|17.0|0|0.0|100
0|2021-12-30|931.0|0|931.0|0|17.0|0|0.0|100
0|2021-12-31|931.0|0|931.0|0|17.0|0|0.0|100
0|2022-01-01|931.0|0|931.0|0|17.0|0|0.0|100
0|2022-01-02|931.0|0|931.0|0|17.0|0|0.0|100
0|2022-01-03|945.0|0|945.0|0|17.0|0|0.0|100
0|2022-01-04|945.0|0|945.0|0|17.0|0|0.0|100
0|2022-01-05|971.0|0|971.0|0|17.0|0|0.0|100
0|2022-01-06|971.0|0|971.0|0|17.0|0|0.0|100
0|2022-01-07|985.0|0|985.0|0|17.0|0|0.0|100
0|2022-01-08|985.0|0|985.0|0|17.0|0|0.0|100
0|2022-01-09|985.0|0|985.0|0|17.0|0|0.0|100
0|2022-01-10|997.0|0|997.0|0|17.0|0|0.0|100
0|2022-01-11|997.0|0|997.0|0|17.0|0|0.0|100
0|2022-01-12|997.0|0|1015.0|0|17.0|0|0.0|100
0|2022-01-13|997.0|0|1033.0|0|17.0|0|0.0|100
0|2022-01-14|1073.0|0|1073.0|0|18.0|0|0.0|100
0|2022-01-15|1073.0|0|1073.0|0|18.0|0|0.0|100
0|2022-01-16|1073.0|0|1073.0|0|18.0|0|0.0|100
0|2022-01-17|1073.0|0|0.0|100|18.0|0|0.0|100
