|dates|Billings_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Billings_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Billings_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Billings_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Billings_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Billings_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Billings_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Billings_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|105.0|0|105.0|0|1.0|0|0.0|100
0|2021-11-23|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-11-24|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-11-25|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-11-26|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-11-27|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-11-28|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-11-29|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-11-30|108.0|0|108.0|0|1.0|0|0.0|100
0|2021-12-01|108.0|0|108.0|0|1.0|0|0.0|100
0|2021-12-02|110.0|0|110.0|0|1.0|0|0.0|100
0|2021-12-03|110.0|0|110.0|0|1.0|0|0.0|100
0|2021-12-04|113.0|0|113.0|0|1.0|0|0.0|100
0|2021-12-05|114.0|0|114.0|0|1.0|0|0.0|100
0|2021-12-06|114.0|0|114.0|0|1.0|0|0.0|100
0|2021-12-07|114.0|0|114.0|0|1.0|0|0.0|100
0|2021-12-08|114.0|0|114.0|0|1.0|0|0.0|100
0|2021-12-09|114.0|0|114.0|0|1.0|0|0.0|100
0|2021-12-10|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-11|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-12|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-13|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-14|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-15|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-16|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-17|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-18|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-19|117.0|0|117.0|0|1.0|0|0.0|100
0|2021-12-20|117.0|0|117.0|0|1.0|0|0.0|100
0|2021-12-21|117.0|0|117.0|0|1.0|0|0.0|100
0|2021-12-22|117.0|0|117.0|0|1.0|0|0.0|100
0|2021-12-23|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-24|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-25|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-26|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-27|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-28|117.0|0|117.0|0|1.0|0|0.0|100
0|2021-12-29|118.0|0|118.0|0|1.0|0|0.0|100
0|2021-12-30|119.0|0|119.0|0|1.0|0|0.0|100
0|2021-12-31|120.0|0|120.0|0|1.0|0|0.0|100
0|2022-01-01|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-02|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-03|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-04|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-05|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-06|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-07|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-08|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-09|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-10|121.0|0|121.0|0|1.0|0|0.0|100
0|2022-01-11|122.0|0|122.0|0|1.0|0|0.0|100
0|2022-01-12|122.0|0|122.0|0|1.0|0|0.0|100
0|2022-01-13|122.0|0|124.0|0|1.0|0|0.0|100
0|2022-01-14|124.0|0|124.0|0|1.0|0|0.0|100
0|2022-01-15|125.0|0|125.0|0|1.0|0|0.0|100
0|2022-01-16|125.0|0|125.0|0|1.0|0|0.0|100
0|2022-01-17|126.0|0|0.0|100|1.0|0|0.0|100
