|dates|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Bristol_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Bristol_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|95111.0|0|95111.0|0|1987.0|0|0.0|100
0|2021-12-16|95730.0|0|95730.0|0|1990.0|0|0.0|100
0|2021-12-17|96451.0|0|96451.0|0|1996.0|0|0.0|100
0|2021-12-18|96451.0|0|96451.0|0|1996.0|0|0.0|100
0|2021-12-19|96451.0|0|96451.0|0|1996.0|0|0.0|100
0|2021-12-20|97814.0|0|97814.0|0|1998.0|0|0.0|100
0|2021-12-21|98301.0|0|98301.0|0|2015.0|0|0.0|100
0|2021-12-22|99056.0|0|99056.0|0|2020.0|0|0.0|100
0|2021-12-23|99706.0|0|99706.0|0|2026.0|0|0.0|100
0|2021-12-24|100474.0|0|100474.0|0|2030.0|0|0.0|100
0|2021-12-25|100474.0|0|100474.0|0|2030.0|0|0.0|100
0|2021-12-26|100474.0|0|100474.0|0|2030.0|0|0.0|100
0|2021-12-27|101430.0|0|101430.0|0|2035.0|0|0.0|100
0|2021-12-28|102157.0|0|102157.0|0|2046.0|0|0.0|100
0|2021-12-29|103247.0|0|103247.0|0|2055.0|0|0.0|100
0|2021-12-30|105028.0|0|105028.0|0|2061.0|0|0.0|100
0|2021-12-31|106742.0|0|106742.0|0|2069.0|0|0.0|100
0|2022-01-01|106742.0|0|106742.0|0|2069.0|0|0.0|100
0|2022-01-02|106742.0|0|106742.0|0|2069.0|0|0.0|100
0|2022-01-03|109128.0|0|109128.0|0|2074.0|0|0.0|100
0|2022-01-04|110270.0|0|110270.0|0|2088.0|0|0.0|100
0|2022-01-05|112251.0|0|112251.0|0|2093.0|0|0.0|100
0|2022-01-06|114368.0|0|114368.0|0|2097.0|0|0.0|100
0|2022-01-07|116057.0|0|116057.0|0|2105.0|0|0.0|100
0|2022-01-08|116057.0|0|116057.0|0|2105.0|0|0.0|100
0|2022-01-09|116057.0|0|116057.0|0|2105.0|0|0.0|100
0|2022-01-10|121191.0|0|121191.0|0|2123.0|0|0.0|100
0|2022-01-11|122916.0|0|122916.0|0|2136.0|0|0.0|100
0|2022-01-12|124746.0|0|124746.0|0|2138.0|0|0.0|100
0|2022-01-13|124746.0|0|126457.0|0|2138.0|0|0.0|100
0|2022-01-14|127883.0|0|127883.0|0|2150.0|0|0.0|100
0|2022-01-15|127883.0|0|127883.0|0|2150.0|0|0.0|100
0|2022-01-16|127883.0|0|127883.0|0|2150.0|0|0.0|100
0|2022-01-17|127883.0|0|0.0|100|2150.0|0|0.0|100
