|dates|Clay_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clay_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clay_Indiana_UnitedStates.NYT_ConfirmedCases.data|Clay_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Clay_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|4521.0|0|4522.0|0|62.0|0|0.0|100
0|2021-11-25|4521.0|0|4522.0|0|62.0|0|0.0|100
0|2021-11-26|4521.0|0|4522.0|0|62.0|0|0.0|100
0|2021-11-27|4521.0|0|4522.0|0|62.0|0|0.0|100
0|2021-11-28|4521.0|0|4522.0|0|62.0|0|0.0|100
0|2021-11-29|4574.0|0|4575.0|0|62.0|0|0.0|100
0|2021-11-30|4597.0|0|4598.0|0|62.0|0|0.0|100
0|2021-12-01|4605.0|0|4606.0|0|62.0|0|0.0|100
0|2021-12-02|4628.0|0|4629.0|0|62.0|0|0.0|100
0|2021-12-03|4646.0|0|4647.0|0|62.0|0|0.0|100
0|2021-12-04|4646.0|0|4647.0|0|62.0|0|0.0|100
0|2021-12-05|4646.0|0|4647.0|0|62.0|0|0.0|100
0|2021-12-06|4686.0|0|4687.0|0|62.0|0|0.0|100
0|2021-12-07|4701.0|0|4702.0|0|62.0|0|0.0|100
0|2021-12-08|4718.0|0|4719.0|0|62.0|0|0.0|100
0|2021-12-09|4746.0|0|4747.0|0|62.0|0|0.0|100
0|2021-12-10|4757.0|0|4758.0|0|62.0|0|0.0|100
0|2021-12-11|4757.0|0|4758.0|0|62.0|0|0.0|100
0|2021-12-12|4757.0|0|4758.0|0|62.0|0|0.0|100
0|2021-12-13|4798.0|0|4799.0|0|62.0|0|0.0|100
0|2021-12-14|4798.0|0|4805.0|0|62.0|0|0.0|100
0|2021-12-15|4811.0|0|4812.0|0|64.0|0|0.0|100
0|2021-12-16|4823.0|0|4825.0|0|64.0|0|0.0|100
0|2021-12-17|4850.0|0|4852.0|0|64.0|0|0.0|100
0|2021-12-18|4850.0|0|4852.0|0|64.0|0|0.0|100
0|2021-12-19|4850.0|0|4852.0|0|64.0|0|0.0|100
0|2021-12-20|4904.0|0|4906.0|0|64.0|0|0.0|100
0|2021-12-21|4918.0|0|4920.0|0|64.0|0|0.0|100
0|2021-12-22|4936.0|0|4938.0|0|65.0|0|0.0|100
0|2021-12-23|4936.0|0|4938.0|0|65.0|0|0.0|100
0|2021-12-24|4936.0|0|4938.0|0|65.0|0|0.0|100
0|2021-12-25|4936.0|0|4938.0|0|65.0|0|0.0|100
0|2021-12-26|4936.0|0|4938.0|0|65.0|0|0.0|100
0|2021-12-27|5026.0|0|5028.0|0|65.0|0|0.0|100
0|2021-12-28|5042.0|0|5044.0|0|65.0|0|0.0|100
0|2021-12-29|5049.0|0|5051.0|0|66.0|0|0.0|100
0|2021-12-30|5080.0|0|5082.0|0|66.0|0|0.0|100
0|2021-12-31|5080.0|0|5082.0|0|66.0|0|0.0|100
0|2022-01-01|5080.0|0|5082.0|0|66.0|0|0.0|100
0|2022-01-02|5080.0|0|5082.0|0|66.0|0|0.0|100
0|2022-01-03|5191.0|0|5193.0|0|66.0|0|0.0|100
0|2022-01-04|5200.0|0|5202.0|0|66.0|0|0.0|100
0|2022-01-05|5253.0|0|5255.0|0|66.0|0|0.0|100
0|2022-01-06|5334.0|0|5336.0|0|68.0|0|0.0|100
0|2022-01-07|5397.0|0|5399.0|0|70.0|0|0.0|100
0|2022-01-08|5397.0|0|5399.0|0|70.0|0|0.0|100
0|2022-01-09|5397.0|0|5399.0|0|70.0|0|0.0|100
0|2022-01-10|5545.0|0|5547.0|0|71.0|0|0.0|100
0|2022-01-11|5572.0|0|5574.0|0|71.0|0|0.0|100
0|2022-01-12|5608.0|0|5610.0|0|72.0|0|0.0|100
0|2022-01-13|5608.0|0|5704.0|0|72.0|0|0.0|100
0|2022-01-14|5777.0|0|5779.0|0|73.0|0|0.0|100
0|2022-01-15|5777.0|0|5779.0|0|73.0|0|0.0|100
0|2022-01-16|5777.0|0|5779.0|0|73.0|0|0.0|100
0|2022-01-17|5871.0|0|0.0|100|73.0|0|0.0|100
