|dates|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Perquimans_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Perquimans_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|1699.0|0|1699.0|0|16.0|0|0.0|100
0|2021-12-05|1699.0|0|1699.0|0|16.0|0|0.0|100
0|2021-12-06|1705.0|0|1705.0|0|16.0|0|0.0|100
0|2021-12-07|1708.0|0|1708.0|0|16.0|0|0.0|100
0|2021-12-08|1712.0|0|1712.0|0|16.0|0|0.0|100
0|2021-12-09|1715.0|0|1715.0|0|16.0|0|0.0|100
0|2021-12-10|1728.0|0|1728.0|0|16.0|0|0.0|100
0|2021-12-11|1728.0|0|1728.0|0|16.0|0|0.0|100
0|2021-12-12|1728.0|0|1728.0|0|16.0|0|0.0|100
0|2021-12-13|1739.0|0|1739.0|0|16.0|0|0.0|100
0|2021-12-14|1739.0|0|1739.0|0|16.0|0|0.0|100
0|2021-12-15|1743.0|0|1743.0|0|16.0|0|0.0|100
0|2021-12-16|1743.0|0|1743.0|0|16.0|0|0.0|100
0|2021-12-17|1750.0|0|1750.0|0|16.0|0|0.0|100
0|2021-12-18|1750.0|0|1750.0|0|16.0|0|0.0|100
0|2021-12-19|1750.0|0|1750.0|0|16.0|0|0.0|100
0|2021-12-20|1768.0|0|1768.0|0|16.0|0|0.0|100
0|2021-12-21|1770.0|0|1770.0|0|16.0|0|0.0|100
0|2021-12-22|1774.0|0|1774.0|0|16.0|0|0.0|100
0|2021-12-23|1774.0|0|1774.0|0|16.0|0|0.0|100
0|2021-12-24|1774.0|0|1774.0|0|16.0|0|0.0|100
0|2021-12-25|1774.0|0|1774.0|0|16.0|0|0.0|100
0|2021-12-26|1774.0|0|1774.0|0|16.0|0|0.0|100
0|2021-12-27|1774.0|0|1774.0|0|16.0|0|0.0|100
0|2021-12-28|1795.0|0|1795.0|0|16.0|0|0.0|100
0|2021-12-29|1799.0|0|1799.0|0|16.0|0|0.0|100
0|2021-12-30|1814.0|0|1814.0|0|16.0|0|0.0|100
0|2021-12-31|1814.0|0|1826.0|0|16.0|0|0.0|100
0|2022-01-01|1814.0|0|1826.0|0|16.0|0|0.0|100
0|2022-01-02|1814.0|0|1826.0|0|16.0|0|0.0|100
0|2022-01-03|1872.0|0|1872.0|0|16.0|0|0.0|100
0|2022-01-04|1877.0|0|1877.0|0|16.0|0|0.0|100
0|2022-01-05|1894.0|0|1894.0|0|16.0|0|0.0|100
0|2022-01-06|1920.0|0|1920.0|0|16.0|0|0.0|100
0|2022-01-07|1951.0|0|1951.0|0|16.0|0|0.0|100
0|2022-01-08|1951.0|0|1951.0|0|16.0|0|0.0|100
0|2022-01-09|1951.0|0|1951.0|0|16.0|0|0.0|100
0|2022-01-10|2057.0|0|2057.0|0|17.0|0|0.0|100
0|2022-01-11|2072.0|0|2072.0|0|17.0|0|0.0|100
0|2022-01-12|2102.0|0|2102.0|0|17.0|0|0.0|100
0|2022-01-13|2102.0|0|2133.0|0|17.0|0|0.0|100
0|2022-01-14|2158.0|0|2158.0|0|17.0|0|0.0|100
0|2022-01-15|2158.0|0|2158.0|0|17.0|0|0.0|100
0|2022-01-16|2158.0|0|2158.0|0|17.0|0|0.0|100
0|2022-01-17|2158.0|0|0.0|100|17.0|0|0.0|100
