|dates|Clark_Ohio_UnitedStates.JHU_ConfirmedCases.data|Clark_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Clark_Ohio_UnitedStates.NYT_ConfirmedCases.data|Clark_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Clark_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|22983.0|0|22983.0|0|400.0|0|0.0|100
0|2021-12-12|23064.0|0|23064.0|0|400.0|0|0.0|100
0|2021-12-13|23184.0|0|23184.0|0|400.0|0|0.0|100
0|2021-12-14|23184.0|0|23322.0|0|400.0|0|0.0|100
0|2021-12-15|23439.0|0|23439.0|0|400.0|0|0.0|100
0|2021-12-16|23604.0|0|23604.0|0|401.0|0|0.0|100
0|2021-12-17|23712.0|0|23712.0|0|402.0|0|0.0|100
0|2021-12-18|23831.0|0|23831.0|0|402.0|0|0.0|100
0|2021-12-19|23908.0|0|23908.0|0|402.0|0|0.0|100
0|2021-12-20|23985.0|0|23985.0|0|402.0|0|0.0|100
0|2021-12-21|24085.0|0|24085.0|0|403.0|0|0.0|100
0|2021-12-22|24201.0|0|24201.0|0|403.0|0|0.0|100
0|2021-12-23|24308.0|0|24308.0|0|403.0|0|0.0|100
0|2021-12-24|24413.0|0|24413.0|0|406.0|0|0.0|100
0|2021-12-25|24413.0|0|24413.0|0|406.0|0|0.0|100
0|2021-12-26|24548.0|0|24548.0|0|406.0|0|0.0|100
0|2021-12-27|24605.0|0|24605.0|0|406.0|0|0.0|100
0|2021-12-28|24714.0|0|24714.0|0|406.0|0|0.0|100
0|2021-12-29|24883.0|0|24883.0|0|406.0|0|0.0|100
0|2021-12-30|25021.0|0|25021.0|0|406.0|0|0.0|100
0|2021-12-31|25201.0|0|25201.0|0|412.0|0|0.0|100
0|2022-01-01|25201.0|0|25201.0|0|412.0|0|0.0|100
0|2022-01-02|25510.0|0|25510.0|0|412.0|0|0.0|100
0|2022-01-03|25708.0|0|25708.0|0|412.0|0|0.0|100
0|2022-01-04|25953.0|0|25953.0|0|416.0|0|0.0|100
0|2022-01-05|26112.0|0|26112.0|0|416.0|0|0.0|100
0|2022-01-06|26364.0|0|26364.0|0|416.0|0|0.0|100
0|2022-01-07|26589.0|0|26589.0|0|424.0|0|0.0|100
0|2022-01-08|26796.0|0|26796.0|0|424.0|0|0.0|100
0|2022-01-09|27026.0|0|27026.0|0|424.0|0|0.0|100
0|2022-01-10|27258.0|0|27258.0|0|424.0|0|0.0|100
0|2022-01-11|27473.0|0|27473.0|0|430.0|0|0.0|100
0|2022-01-12|27740.0|0|27740.0|0|430.0|0|0.0|100
0|2022-01-13|27740.0|0|27998.0|0|430.0|0|0.0|100
0|2022-01-14|28535.0|0|28535.0|0|440.0|0|0.0|100
0|2022-01-15|29486.0|0|29486.0|0|440.0|0|0.0|100
0|2022-01-16|29980.0|0|29980.0|0|440.0|0|0.0|100
0|2022-01-17|30277.0|0|0.0|100|440.0|0|0.0|100
