|dates|Cooke_Texas_UnitedStates.AveragePrecipitationTotal.data|Cooke_Texas_UnitedStates.AveragePrecipitationTotal.missing|Cooke_Texas_UnitedStates.AveragePrecipitation.data|Cooke_Texas_UnitedStates.AveragePrecipitation.missing|Cooke_Texas_UnitedStates.AverageWindDirection.data|Cooke_Texas_UnitedStates.AverageWindDirection.missing|Cooke_Texas_UnitedStates.AverageWindSpeed.data|Cooke_Texas_UnitedStates.AverageWindSpeed.missing
0|2022-01-08|0.0|0|0.0003125|0|172.60416666666666|0|11.03125|0
0|2022-01-09|0.00020833333333333335|0|0.0|0|170.10416666666666|0|13.145833333333334|0
0|2022-01-10|0.0|0|0.0|0|214.79166666666666|0|4.630208333333333|0
0|2022-01-11|0.0|0|0.0|0|132.29166666666666|0|5.65625|0
0|2022-01-12|0.0|0|0.0|0|174.79166666666666|0|4.822916666666667|0
0|2022-01-13|0.0|0|0.0|0|194.79166666666666|0|4.666666666666667|0
0|2022-01-14|0.0|0|0.0|0|113.02083333333333|0|7.197916666666667|0
0|2022-01-15|0.0|0|0.0|0|334.8958333333333|0|22.239583333333332|0
0|2022-01-16|0.0|0|0.0|0|250.83333333333334|0|5.697916666666667|0
0|2022-01-17|0.0|0|0.0|0|122.8125|0|4.65625|0
