|dates|York_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|York_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|York_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|York_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|York_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|York_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|York_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|York_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|82434.0|0|82434.0|0|1171.0|0|0.0|100
0|2021-12-27|82924.0|0|82924.0|0|1171.0|0|0.0|100
0|2021-12-28|83474.0|0|83474.0|0|1174.0|0|0.0|100
0|2021-12-29|84121.0|0|84121.0|0|1188.0|0|0.0|100
0|2021-12-30|84916.0|0|84916.0|0|1195.0|0|0.0|100
0|2021-12-31|86112.0|0|86112.0|0|1195.0|0|0.0|100
0|2022-01-01|86890.0|0|86890.0|0|1196.0|0|0.0|100
0|2022-01-02|88124.0|0|88124.0|0|1196.0|0|0.0|100
0|2022-01-03|89051.0|0|89051.0|0|1202.0|0|0.0|100
0|2022-01-04|89981.0|0|89981.0|0|1208.0|0|0.0|100
0|2022-01-05|91095.0|0|91095.0|0|1216.0|0|0.0|100
0|2022-01-06|91847.0|0|91847.0|0|1230.0|0|0.0|100
0|2022-01-07|92838.0|0|92838.0|0|1239.0|0|0.0|100
0|2022-01-08|94303.0|0|94303.0|0|1244.0|0|0.0|100
0|2022-01-09|95186.0|0|95186.0|0|1245.0|0|0.0|100
0|2022-01-10|97191.0|0|97191.0|0|1246.0|0|0.0|100
0|2022-01-11|97888.0|0|97888.0|0|1251.0|0|0.0|100
0|2022-01-12|98796.0|0|98796.0|0|1267.0|0|0.0|100
0|2022-01-13|98796.0|0|99967.0|0|1267.0|0|0.0|100
0|2022-01-14|100851.0|0|100851.0|0|1273.0|0|0.0|100
0|2022-01-15|102239.0|0|102239.0|0|1282.0|0|0.0|100
0|2022-01-16|104182.0|0|104182.0|0|1282.0|0|0.0|100
0|2022-01-17|105307.0|0|0.0|100|1282.0|0|0.0|100
