|dates|Ocean_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Ocean_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Ocean_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Ocean_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Ocean_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|120435.0|0|120435.0|0|2477.0|0|0.0|100
0|2022-01-01|122148.0|0|122148.0|0|2478.0|0|0.0|100
0|2022-01-02|123626.0|0|123626.0|0|2478.0|0|0.0|100
0|2022-01-03|124679.0|0|124679.0|0|2478.0|0|0.0|100
0|2022-01-04|126345.0|0|126345.0|0|2484.0|0|0.0|100
0|2022-01-05|128969.0|0|128969.0|0|2488.0|0|0.0|100
0|2022-01-06|130882.0|0|130882.0|0|2502.0|0|0.0|100
0|2022-01-07|133340.0|0|133340.0|0|2509.0|0|0.0|100
0|2022-01-08|135374.0|0|135374.0|0|2516.0|0|0.0|100
0|2022-01-09|137186.0|0|137186.0|0|2518.0|0|0.0|100
0|2022-01-10|138521.0|0|138521.0|0|2518.0|0|0.0|100
0|2022-01-11|140072.0|0|140072.0|0|2531.0|0|0.0|100
0|2022-01-12|141393.0|0|141393.0|0|2543.0|0|0.0|100
0|2022-01-13|141393.0|0|143101.0|0|2543.0|0|0.0|100
0|2022-01-14|144644.0|0|144644.0|0|2565.0|0|0.0|100
0|2022-01-15|145782.0|0|145782.0|0|2577.0|0|0.0|100
0|2022-01-16|146718.0|0|146718.0|0|2577.0|0|0.0|100
0|2022-01-17|147382.0|0|0.0|100|2583.0|0|0.0|100
