|dates|Polk_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Polk_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Polk_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Polk_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Polk_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|861.0|0|861.0|0|9.0|0|0.0|100
0|2021-12-12|861.0|0|861.0|0|9.0|0|0.0|100
0|2021-12-13|862.0|0|862.0|0|9.0|0|0.0|100
0|2021-12-14|862.0|0|868.0|0|9.0|0|0.0|100
0|2021-12-15|870.0|0|870.0|0|9.0|0|0.0|100
0|2021-12-16|871.0|0|871.0|0|9.0|0|0.0|100
0|2021-12-17|870.0|0|870.0|0|9.0|0|0.0|100
0|2021-12-18|870.0|0|870.0|0|9.0|0|0.0|100
0|2021-12-19|870.0|0|870.0|0|9.0|0|0.0|100
0|2021-12-20|878.0|0|878.0|0|9.0|0|0.0|100
0|2021-12-21|880.0|0|880.0|0|9.0|0|0.0|100
0|2021-12-22|882.0|0|882.0|0|9.0|0|0.0|100
0|2021-12-23|885.0|0|885.0|0|9.0|0|0.0|100
0|2021-12-24|885.0|0|885.0|0|9.0|0|0.0|100
0|2021-12-25|885.0|0|885.0|0|9.0|0|0.0|100
0|2021-12-26|885.0|0|885.0|0|9.0|0|0.0|100
0|2021-12-27|885.0|0|885.0|0|9.0|0|0.0|100
0|2021-12-28|890.0|0|890.0|0|9.0|0|0.0|100
0|2021-12-29|897.0|0|897.0|0|9.0|0|0.0|100
0|2021-12-30|900.0|0|900.0|0|9.0|0|0.0|100
0|2021-12-31|900.0|0|900.0|0|9.0|0|0.0|100
0|2022-01-01|900.0|0|900.0|0|9.0|0|0.0|100
0|2022-01-02|900.0|0|900.0|0|9.0|0|0.0|100
0|2022-01-03|905.0|0|905.0|0|9.0|0|0.0|100
0|2022-01-04|906.0|0|906.0|0|9.0|0|0.0|100
0|2022-01-05|910.0|0|910.0|0|9.0|0|0.0|100
0|2022-01-06|917.0|0|917.0|0|9.0|0|0.0|100
0|2022-01-07|920.0|0|920.0|0|9.0|0|0.0|100
0|2022-01-08|920.0|0|920.0|0|9.0|0|0.0|100
0|2022-01-09|920.0|0|920.0|0|9.0|0|0.0|100
0|2022-01-10|927.0|0|927.0|0|9.0|0|0.0|100
0|2022-01-11|933.0|0|933.0|0|9.0|0|0.0|100
0|2022-01-12|940.0|0|940.0|0|9.0|0|0.0|100
0|2022-01-13|940.0|0|949.0|0|9.0|0|0.0|100
0|2022-01-14|956.0|0|956.0|0|9.0|0|0.0|100
0|2022-01-15|956.0|0|956.0|0|9.0|0|0.0|100
0|2022-01-16|956.0|0|956.0|0|9.0|0|0.0|100
0|2022-01-17|986.0|0|0.0|100|9.0|0|0.0|100
