|dates|Marengo_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marengo_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marengo_Alabama_UnitedStates.Male_Total_Population.data|Marengo_Alabama_UnitedStates.Male_Total_Population.missing|Marengo_Alabama_UnitedStates.Female_Total_Population.data|Marengo_Alabama_UnitedStates.Female_Total_Population.missing|Marengo_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Marengo_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-27|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-11-28|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-11-29|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-11-30|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-01|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-02|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-03|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-04|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-05|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-06|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-07|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-08|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-09|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-10|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-11|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-12|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-13|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-14|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-15|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-16|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-17|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-18|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-19|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-20|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-21|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-22|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-23|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-24|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-25|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-26|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-27|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-28|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-29|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-30|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2021-12-31|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-01|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-02|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-03|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-04|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-05|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-06|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-07|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-08|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-09|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-10|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-11|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-12|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-13|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-14|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-15|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-16|3737.0|0|8933.0|0|10133.0|0|4335.0|0
0|2022-01-17|3737.0|0|8933.0|0|10133.0|0|4335.0|0
