|dates|Henry_Iowa_UnitedStates.JHU_ConfirmedCases.data|Henry_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Henry_Iowa_UnitedStates.NYT_ConfirmedCases.data|Henry_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Henry_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|4469.0|0|4492.0|0|57.0|0|0.0|100
0|2021-12-30|4469.0|0|4492.0|0|57.0|0|0.0|100
0|2021-12-31|4469.0|0|4492.0|0|57.0|0|0.0|100
0|2022-01-01|4469.0|0|4492.0|0|57.0|0|0.0|100
0|2022-01-02|4469.0|0|4492.0|0|57.0|0|0.0|100
0|2022-01-03|4469.0|0|4492.0|0|57.0|0|0.0|100
0|2022-01-04|4469.0|0|4492.0|0|57.0|0|0.0|100
0|2022-01-05|4574.0|0|4592.0|0|57.0|0|0.0|100
0|2022-01-06|4574.0|0|4592.0|0|57.0|0|0.0|100
0|2022-01-07|4574.0|0|4592.0|0|57.0|0|0.0|100
0|2022-01-08|4574.0|0|4592.0|0|57.0|0|0.0|100
0|2022-01-09|4574.0|0|4592.0|0|57.0|0|0.0|100
0|2022-01-10|4574.0|0|4592.0|0|57.0|0|0.0|100
0|2022-01-11|4574.0|0|4592.0|0|57.0|0|0.0|100
0|2022-01-12|4736.0|0|4762.0|0|58.0|0|0.0|100
0|2022-01-13|4736.0|0|4762.0|0|58.0|0|0.0|100
0|2022-01-14|4736.0|0|4762.0|0|58.0|0|0.0|100
0|2022-01-15|4736.0|0|4762.0|0|58.0|0|0.0|100
0|2022-01-16|4736.0|0|4762.0|0|58.0|0|0.0|100
0|2022-01-17|4736.0|0|0.0|100|58.0|0|0.0|100
