|dates|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Jefferson_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|8822.0|0|8822.0|0|97.0|0|0.0|100
0|2021-12-28|8908.0|0|8908.0|0|97.0|0|0.0|100
0|2021-12-29|8991.0|0|8991.0|0|97.0|0|0.0|100
0|2021-12-30|9170.0|0|9170.0|0|97.0|0|0.0|100
0|2021-12-31|9170.0|0|9170.0|0|97.0|0|0.0|100
0|2022-01-01|9170.0|0|9170.0|0|97.0|0|0.0|100
0|2022-01-02|9170.0|0|9170.0|0|97.0|0|0.0|100
0|2022-01-03|9782.0|0|9782.0|0|98.0|0|0.0|100
0|2022-01-04|9924.0|0|9924.0|0|99.0|0|0.0|100
0|2022-01-05|10098.0|0|10098.0|0|99.0|0|0.0|100
0|2022-01-06|10388.0|0|10388.0|0|99.0|0|0.0|100
0|2022-01-07|10388.0|0|10615.0|0|100.0|0|0.0|100
0|2022-01-08|10848.0|0|10848.0|0|100.0|0|0.0|100
0|2022-01-09|10970.0|0|10970.0|0|100.0|0|0.0|100
0|2022-01-10|11152.0|0|11152.0|0|100.0|0|0.0|100
0|2022-01-11|11272.0|0|11272.0|0|101.0|0|0.0|100
0|2022-01-12|11465.0|0|11465.0|0|101.0|0|0.0|100
0|2022-01-13|11465.0|0|11636.0|0|101.0|0|0.0|100
0|2022-01-14|11875.0|0|11875.0|0|105.0|0|0.0|100
0|2022-01-15|12041.0|0|12041.0|0|105.0|0|0.0|100
0|2022-01-16|12209.0|0|12209.0|0|105.0|0|0.0|100
0|2022-01-17|12337.0|0|0.0|100|106.0|0|0.0|100
