|dates|Anderson_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Anderson_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Anderson_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Anderson_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Anderson_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Anderson_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Anderson_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Anderson_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|37032.0|0|37032.0|0|772.0|0|0.0|100
0|2021-11-14|37032.0|0|37032.0|0|772.0|0|0.0|100
0|2021-11-15|37110.0|0|37110.0|0|778.0|0|0.0|100
0|2021-11-16|37129.0|0|37129.0|0|778.0|0|0.0|100
0|2021-11-17|37152.0|0|37152.0|0|780.0|0|0.0|100
0|2021-11-18|37191.0|0|37191.0|0|782.0|0|0.0|100
0|2021-11-19|37232.0|0|37232.0|0|784.0|0|0.0|100
0|2021-11-20|37232.0|0|37232.0|0|784.0|0|0.0|100
0|2021-11-21|37232.0|0|37232.0|0|784.0|0|0.0|100
0|2021-11-22|37359.0|0|37359.0|0|786.0|0|0.0|100
0|2021-11-23|37384.0|0|37384.0|0|786.0|0|0.0|100
0|2021-11-24|37406.0|0|37404.0|0|786.0|0|0.0|100
0|2021-11-25|37404.0|0|37404.0|0|786.0|0|0.0|100
0|2021-11-26|37453.0|0|37451.0|0|788.0|0|0.0|100
0|2021-11-27|37453.0|0|37451.0|0|788.0|0|0.0|100
0|2021-11-28|37453.0|0|37451.0|0|788.0|0|0.0|100
0|2021-11-29|37601.0|0|37601.0|0|791.0|0|0.0|100
0|2021-11-30|37627.0|0|37627.0|0|791.0|0|0.0|100
0|2021-12-01|37671.0|0|37671.0|0|791.0|0|0.0|100
0|2021-12-02|37709.0|0|37709.0|0|793.0|0|0.0|100
0|2021-12-03|37770.0|0|37770.0|0|794.0|0|0.0|100
0|2021-12-04|37770.0|0|37770.0|0|794.0|0|0.0|100
0|2021-12-05|37770.0|0|37770.0|0|794.0|0|0.0|100
0|2021-12-06|37981.0|0|37981.0|0|798.0|0|0.0|100
0|2021-12-07|38029.0|0|38029.0|0|798.0|0|0.0|100
0|2021-12-08|38057.0|0|38057.0|0|799.0|0|0.0|100
0|2021-12-09|38117.0|0|38117.0|0|800.0|0|0.0|100
0|2021-12-10|38200.0|0|38200.0|0|801.0|0|0.0|100
0|2021-12-11|38200.0|0|38200.0|0|801.0|0|0.0|100
0|2021-12-12|38200.0|0|38200.0|0|801.0|0|0.0|100
0|2021-12-13|38406.0|0|38406.0|0|801.0|0|0.0|100
0|2021-12-14|38406.0|0|38442.0|0|801.0|0|0.0|100
0|2021-12-15|38489.0|0|38489.0|0|805.0|0|0.0|100
0|2021-12-16|38535.0|0|38535.0|0|806.0|0|0.0|100
0|2021-12-17|38610.0|0|38610.0|0|808.0|0|0.0|100
0|2021-12-18|38610.0|0|38610.0|0|808.0|0|0.0|100
0|2021-12-19|38610.0|0|38610.0|0|808.0|0|0.0|100
0|2021-12-20|38822.0|0|38822.0|0|810.0|0|0.0|100
0|2021-12-21|38888.0|0|38888.0|0|811.0|0|0.0|100
0|2021-12-22|38942.0|0|38942.0|0|811.0|0|0.0|100
0|2021-12-23|39027.0|0|39027.0|0|811.0|0|0.0|100
0|2021-12-24|39027.0|0|39027.0|0|811.0|0|0.0|100
0|2021-12-25|39027.0|0|39027.0|0|811.0|0|0.0|100
0|2021-12-26|39027.0|0|39027.0|0|811.0|0|0.0|100
0|2021-12-27|39027.0|0|39027.0|0|811.0|0|0.0|100
0|2021-12-28|39027.0|0|39027.0|0|811.0|0|0.0|100
0|2021-12-29|39600.0|0|39600.0|0|817.0|0|0.0|100
0|2021-12-30|39779.0|0|39779.0|0|817.0|0|0.0|100
0|2021-12-31|40080.0|0|40080.0|0|819.0|0|0.0|100
0|2022-01-01|40080.0|0|40080.0|0|819.0|0|0.0|100
0|2022-01-02|40080.0|0|40080.0|0|819.0|0|0.0|100
0|2022-01-03|40080.0|0|40080.0|0|819.0|0|0.0|100
0|2022-01-04|41326.0|0|41326.0|0|819.0|0|0.0|100
0|2022-01-05|41472.0|0|41472.0|0|826.0|0|0.0|100
0|2022-01-06|42062.0|0|42062.0|0|827.0|0|0.0|100
0|2022-01-07|42592.0|0|42592.0|0|827.0|0|0.0|100
0|2022-01-08|42592.0|0|42592.0|0|827.0|0|0.0|100
0|2022-01-09|42592.0|0|42592.0|0|827.0|0|0.0|100
0|2022-01-10|44425.0|0|44425.0|0|831.0|0|0.0|100
0|2022-01-11|44626.0|0|44626.0|0|831.0|0|0.0|100
0|2022-01-12|44877.0|0|44877.0|0|835.0|0|0.0|100
0|2022-01-13|44877.0|0|45624.0|0|835.0|0|0.0|100
0|2022-01-14|46573.0|0|46573.0|0|841.0|0|0.0|100
0|2022-01-15|46573.0|0|46573.0|0|841.0|0|0.0|100
0|2022-01-16|46573.0|0|46573.0|0|841.0|0|0.0|100
0|2022-01-17|46573.0|0|0.0|100|841.0|0|0.0|100
