|dates|Logan_Ohio_UnitedStates.JHU_ConfirmedCases.data|Logan_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Logan_Ohio_UnitedStates.NYT_ConfirmedCases.data|Logan_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Logan_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|6701.0|0|6701.0|0|106.0|0|0.0|100
0|2021-11-23|6728.0|0|6728.0|0|106.0|0|0.0|100
0|2021-11-24|6749.0|0|6749.0|0|106.0|0|0.0|100
0|2021-11-25|6749.0|0|6749.0|0|106.0|0|0.0|100
0|2021-11-26|6793.0|0|6793.0|0|108.0|0|0.0|100
0|2021-11-27|6818.0|0|6818.0|0|108.0|0|0.0|100
0|2021-11-28|6833.0|0|6833.0|0|108.0|0|0.0|100
0|2021-11-29|6857.0|0|6857.0|0|108.0|0|0.0|100
0|2021-11-30|6899.0|0|6899.0|0|108.0|0|0.0|100
0|2021-12-01|6942.0|0|6942.0|0|108.0|0|0.0|100
0|2021-12-02|6975.0|0|6975.0|0|108.0|0|0.0|100
0|2021-12-03|7003.0|0|7003.0|0|111.0|0|0.0|100
0|2021-12-04|7045.0|0|7045.0|0|111.0|0|0.0|100
0|2021-12-05|7061.0|0|7061.0|0|111.0|0|0.0|100
0|2021-12-06|7087.0|0|7087.0|0|111.0|0|0.0|100
0|2021-12-07|7117.0|0|7117.0|0|112.0|0|0.0|100
0|2021-12-08|7153.0|0|7153.0|0|112.0|0|0.0|100
0|2021-12-09|7196.0|0|7196.0|0|112.0|0|0.0|100
0|2021-12-10|7239.0|0|7239.0|0|116.0|0|0.0|100
0|2021-12-11|7293.0|0|7293.0|0|116.0|0|0.0|100
0|2021-12-12|7307.0|0|7307.0|0|116.0|0|0.0|100
0|2021-12-13|7322.0|0|7322.0|0|116.0|0|0.0|100
0|2021-12-14|7322.0|0|7353.0|0|116.0|0|0.0|100
0|2021-12-15|7392.0|0|7392.0|0|116.0|0|0.0|100
0|2021-12-16|7426.0|0|7426.0|0|116.0|0|0.0|100
0|2021-12-17|7453.0|0|7453.0|0|119.0|0|0.0|100
0|2021-12-18|7478.0|0|7478.0|0|119.0|0|0.0|100
0|2021-12-19|7497.0|0|7497.0|0|119.0|0|0.0|100
0|2021-12-20|7515.0|0|7515.0|0|119.0|0|0.0|100
0|2021-12-21|7532.0|0|7532.0|0|120.0|0|0.0|100
0|2021-12-22|7548.0|0|7548.0|0|120.0|0|0.0|100
0|2021-12-23|7575.0|0|7575.0|0|120.0|0|0.0|100
0|2021-12-24|7599.0|0|7599.0|0|124.0|0|0.0|100
0|2021-12-25|7599.0|0|7599.0|0|124.0|0|0.0|100
0|2021-12-26|7641.0|0|7641.0|0|124.0|0|0.0|100
0|2021-12-27|7657.0|0|7657.0|0|124.0|0|0.0|100
0|2021-12-28|7689.0|0|7689.0|0|124.0|0|0.0|100
0|2021-12-29|7737.0|0|7737.0|0|124.0|0|0.0|100
0|2021-12-30|7783.0|0|7783.0|0|124.0|0|0.0|100
0|2021-12-31|7817.0|0|7817.0|0|135.0|0|0.0|100
0|2022-01-01|7817.0|0|7817.0|0|135.0|0|0.0|100
0|2022-01-02|7859.0|0|7859.0|0|135.0|0|0.0|100
0|2022-01-03|7900.0|0|7900.0|0|135.0|0|0.0|100
0|2022-01-04|7957.0|0|7957.0|0|135.0|0|0.0|100
0|2022-01-05|8037.0|0|8037.0|0|135.0|0|0.0|100
0|2022-01-06|8105.0|0|8105.0|0|135.0|0|0.0|100
0|2022-01-07|8195.0|0|8195.0|0|135.0|0|0.0|100
0|2022-01-08|8252.0|0|8252.0|0|135.0|0|0.0|100
0|2022-01-09|8315.0|0|8315.0|0|135.0|0|0.0|100
0|2022-01-10|8345.0|0|8345.0|0|135.0|0|0.0|100
0|2022-01-11|8398.0|0|8398.0|0|137.0|0|0.0|100
0|2022-01-12|8461.0|0|8461.0|0|137.0|0|0.0|100
0|2022-01-13|8461.0|0|8523.0|0|137.0|0|0.0|100
0|2022-01-14|8628.0|0|8628.0|0|141.0|0|0.0|100
0|2022-01-15|8813.0|0|8813.0|0|141.0|0|0.0|100
0|2022-01-16|8902.0|0|8902.0|0|141.0|0|0.0|100
0|2022-01-17|8955.0|0|0.0|100|141.0|0|0.0|100
