|dates|Rice_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Rice_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Rice_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Rice_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Rice_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|10789.0|0|10789.0|0|137.0|0|0.0|100
0|2021-11-17|10819.0|0|10819.0|0|137.0|0|0.0|100
0|2021-11-18|10869.0|0|10869.0|0|137.0|0|0.0|100
0|2021-11-19|10943.0|0|10943.0|0|137.0|0|0.0|100
0|2021-11-20|10943.0|0|10943.0|0|137.0|0|0.0|100
0|2021-11-21|10943.0|0|10943.0|0|137.0|0|0.0|100
0|2021-11-22|10992.0|0|10992.0|0|137.0|0|0.0|100
0|2021-11-23|11112.0|0|11112.0|0|137.0|0|0.0|100
0|2021-11-24|11172.0|0|11172.0|0|138.0|0|0.0|100
0|2021-11-25|11172.0|0|11172.0|0|138.0|0|0.0|100
0|2021-11-26|11234.0|0|11234.0|0|138.0|0|0.0|100
0|2021-11-27|11234.0|0|11234.0|0|138.0|0|0.0|100
0|2021-11-28|11234.0|0|11234.0|0|138.0|0|0.0|100
0|2021-11-29|11286.0|0|11286.0|0|138.0|0|0.0|100
0|2021-11-30|11410.0|0|11410.0|0|138.0|0|0.0|100
0|2021-12-01|11451.0|0|11451.0|0|138.0|0|0.0|100
0|2021-12-02|11451.0|0|11505.0|0|138.0|0|0.0|100
0|2021-12-03|11578.0|0|11578.0|0|139.0|0|0.0|100
0|2021-12-04|11578.0|0|11578.0|0|139.0|0|0.0|100
0|2021-12-05|11578.0|0|11578.0|0|139.0|0|0.0|100
0|2021-12-06|11649.0|0|11649.0|0|141.0|0|0.0|100
0|2021-12-07|11789.0|0|11789.0|0|141.0|0|0.0|100
0|2021-12-08|11831.0|0|11831.0|0|144.0|0|0.0|100
0|2021-12-09|11881.0|0|11881.0|0|145.0|0|0.0|100
0|2021-12-10|11932.0|0|11932.0|0|146.0|0|0.0|100
0|2021-12-11|11932.0|0|11932.0|0|146.0|0|0.0|100
0|2021-12-12|11932.0|0|11932.0|0|146.0|0|0.0|100
0|2021-12-13|11959.0|0|11959.0|0|147.0|0|0.0|100
0|2021-12-14|11959.0|0|12054.0|0|147.0|0|0.0|100
0|2021-12-15|12088.0|0|12088.0|0|147.0|0|0.0|100
0|2021-12-16|12132.0|0|12132.0|0|147.0|0|0.0|100
0|2021-12-17|12178.0|0|12178.0|0|147.0|0|0.0|100
0|2021-12-18|12178.0|0|12178.0|0|147.0|0|0.0|100
0|2021-12-19|12178.0|0|12178.0|0|147.0|0|0.0|100
0|2021-12-20|12208.0|0|12208.0|0|147.0|0|0.0|100
0|2021-12-21|12290.0|0|12290.0|0|147.0|0|0.0|100
0|2021-12-22|12316.0|0|12316.0|0|147.0|0|0.0|100
0|2021-12-23|12341.0|0|12341.0|0|147.0|0|0.0|100
0|2021-12-24|12341.0|0|12341.0|0|147.0|0|0.0|100
0|2021-12-25|12341.0|0|12341.0|0|147.0|0|0.0|100
0|2021-12-26|12341.0|0|12341.0|0|147.0|0|0.0|100
0|2021-12-27|12372.0|0|12372.0|0|147.0|0|0.0|100
0|2021-12-28|12441.0|0|12441.0|0|147.0|0|0.0|100
0|2021-12-29|12478.0|0|12478.0|0|147.0|0|0.0|100
0|2021-12-30|12539.0|0|12539.0|0|148.0|0|0.0|100
0|2021-12-31|12539.0|0|12539.0|0|148.0|0|0.0|100
0|2022-01-01|12539.0|0|12539.0|0|148.0|0|0.0|100
0|2022-01-02|12539.0|0|12539.0|0|148.0|0|0.0|100
0|2022-01-03|12595.0|0|12595.0|0|149.0|0|0.0|100
0|2022-01-04|12714.0|0|12714.0|0|149.0|0|0.0|100
0|2022-01-05|12772.0|0|12772.0|0|151.0|0|0.0|100
0|2022-01-06|12854.0|0|12854.0|0|151.0|0|0.0|100
0|2022-01-07|12938.0|0|12938.0|0|151.0|0|0.0|100
0|2022-01-08|12938.0|0|12938.0|0|151.0|0|0.0|100
0|2022-01-09|12938.0|0|12938.0|0|151.0|0|0.0|100
0|2022-01-10|13068.0|0|13068.0|0|152.0|0|0.0|100
0|2022-01-11|13334.0|0|13334.0|0|152.0|0|0.0|100
0|2022-01-12|13462.0|0|13462.0|0|152.0|0|0.0|100
0|2022-01-13|13462.0|0|13616.0|0|152.0|0|0.0|100
0|2022-01-14|13712.0|0|13712.0|0|154.0|0|0.0|100
0|2022-01-15|13712.0|0|13712.0|0|154.0|0|0.0|100
0|2022-01-16|13712.0|0|13712.0|0|154.0|0|0.0|100
0|2022-01-17|13712.0|0|0.0|100|154.0|0|0.0|100
