|dates|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|128025.0|0|128025.0|0|1722.0|0|0.0|100
0|2021-12-07|128373.0|0|128373.0|0|1729.0|0|0.0|100
0|2021-12-08|128738.0|0|128738.0|0|1735.0|0|0.0|100
0|2021-12-09|129059.0|0|129059.0|0|1740.0|0|0.0|100
0|2021-12-10|129413.0|0|129413.0|0|1749.0|0|0.0|100
0|2021-12-11|129413.0|0|129413.0|0|1749.0|0|0.0|100
0|2021-12-12|129413.0|0|129413.0|0|1749.0|0|0.0|100
0|2021-12-13|130154.0|0|130154.0|0|1758.0|0|0.0|100
0|2021-12-14|130154.0|0|130450.0|0|1758.0|0|0.0|100
0|2021-12-15|130828.0|0|130828.0|0|1764.0|0|0.0|100
0|2021-12-16|131205.0|0|131205.0|0|1773.0|0|0.0|100
0|2021-12-17|131504.0|0|131504.0|0|1774.0|0|0.0|100
0|2021-12-18|131504.0|0|131504.0|0|1774.0|0|0.0|100
0|2021-12-19|131504.0|0|131504.0|0|1774.0|0|0.0|100
0|2021-12-20|132478.0|0|132478.0|0|1790.0|0|0.0|100
0|2021-12-21|132829.0|0|132829.0|0|1797.0|0|0.0|100
0|2021-12-22|133355.0|0|133355.0|0|1801.0|0|0.0|100
0|2021-12-23|133355.0|0|133355.0|0|1801.0|0|0.0|100
0|2021-12-24|133355.0|0|133355.0|0|1801.0|0|0.0|100
0|2021-12-25|133355.0|0|133638.0|0|1801.0|0|0.0|100
0|2021-12-26|133355.0|0|134022.0|0|1801.0|0|0.0|100
0|2021-12-27|135643.0|0|135643.0|0|1826.0|0|0.0|100
0|2021-12-28|136848.0|0|136848.0|0|1830.0|0|0.0|100
0|2021-12-29|138406.0|0|138406.0|0|1834.0|0|0.0|100
0|2021-12-30|138406.0|0|139490.0|0|1834.0|0|0.0|100
0|2021-12-31|138406.0|0|141826.0|0|1834.0|0|0.0|100
0|2022-01-01|138406.0|0|143268.0|0|1834.0|0|0.0|100
0|2022-01-02|138406.0|0|144121.0|0|1834.0|0|0.0|100
0|2022-01-03|145448.0|0|145614.0|0|1850.0|0|0.0|100
0|2022-01-04|147236.0|0|147449.0|0|1851.0|0|0.0|100
0|2022-01-05|149983.0|0|150221.0|0|1859.0|0|0.0|100
0|2022-01-06|152510.0|0|154329.0|0|1867.0|0|0.0|100
0|2022-01-07|155416.0|0|155786.0|0|1867.0|0|0.0|100
0|2022-01-08|155416.0|0|158385.0|0|1867.0|0|0.0|100
0|2022-01-09|155416.0|0|160309.0|0|1867.0|0|0.0|100
0|2022-01-10|159957.0|0|161760.0|0|1878.0|0|0.0|100
0|2022-01-11|161944.0|0|163273.0|0|1880.0|0|0.0|100
0|2022-01-12|164627.0|0|166209.0|0|1884.0|0|0.0|100
0|2022-01-13|164627.0|0|168335.0|0|1884.0|0|0.0|100
0|2022-01-14|169081.0|0|170351.0|0|1888.0|0|0.0|100
0|2022-01-15|169081.0|0|171370.0|0|1888.0|0|0.0|100
0|2022-01-16|169081.0|0|176496.0|0|1888.0|0|0.0|100
0|2022-01-17|169081.0|0|0.0|100|1888.0|0|0.0|100
