|dates|Marion_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Marion_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Marion_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Marion_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Marion_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|4257.0|0|4257.0|0|112.0|0|0.0|100
0|2021-11-22|4264.0|0|4264.0|0|112.0|0|0.0|100
0|2021-11-23|4264.0|0|4264.0|0|112.0|0|0.0|100
0|2021-11-24|4265.0|0|4265.0|0|112.0|0|0.0|100
0|2021-11-25|4265.0|0|4265.0|0|112.0|0|0.0|100
0|2021-11-26|4265.0|0|4265.0|0|112.0|0|0.0|100
0|2021-11-27|4265.0|0|4265.0|0|112.0|0|0.0|100
0|2021-11-28|4265.0|0|4265.0|0|112.0|0|0.0|100
0|2021-11-29|4277.0|0|4277.0|0|112.0|0|0.0|100
0|2021-11-30|4279.0|0|4279.0|0|112.0|0|0.0|100
0|2021-12-01|4287.0|0|4287.0|0|112.0|0|0.0|100
0|2021-12-02|4287.0|0|4295.0|0|112.0|0|0.0|100
0|2021-12-03|4295.0|0|4295.0|0|112.0|0|0.0|100
0|2021-12-04|4295.0|0|4295.0|0|112.0|0|0.0|100
0|2021-12-05|4295.0|0|4295.0|0|112.0|0|0.0|100
0|2021-12-06|4311.0|0|4311.0|0|112.0|0|0.0|100
0|2021-12-07|4313.0|0|4313.0|0|112.0|0|0.0|100
0|2021-12-08|4318.0|0|4318.0|0|112.0|0|0.0|100
0|2021-12-09|4323.0|0|4323.0|0|112.0|0|0.0|100
0|2021-12-10|4327.0|0|4327.0|0|112.0|0|0.0|100
0|2021-12-11|4327.0|0|4327.0|0|112.0|0|0.0|100
0|2021-12-12|4327.0|0|4327.0|0|112.0|0|0.0|100
0|2021-12-13|4334.0|0|4334.0|0|112.0|0|0.0|100
0|2021-12-14|4334.0|0|4339.0|0|112.0|0|0.0|100
0|2021-12-15|4343.0|0|4343.0|0|112.0|0|0.0|100
0|2021-12-16|4347.0|0|4347.0|0|113.0|0|0.0|100
0|2021-12-17|4355.0|0|4355.0|0|113.0|0|0.0|100
0|2021-12-18|4355.0|0|4355.0|0|113.0|0|0.0|100
0|2021-12-19|4355.0|0|4355.0|0|113.0|0|0.0|100
0|2021-12-20|4373.0|0|4373.0|0|113.0|0|0.0|100
0|2021-12-21|4380.0|0|4380.0|0|113.0|0|0.0|100
0|2021-12-22|4384.0|0|4384.0|0|113.0|0|0.0|100
0|2021-12-23|4384.0|0|4384.0|0|113.0|0|0.0|100
0|2021-12-24|4384.0|0|4384.0|0|113.0|0|0.0|100
0|2021-12-25|4384.0|0|4384.0|0|113.0|0|0.0|100
0|2021-12-26|4384.0|0|4384.0|0|113.0|0|0.0|100
0|2021-12-27|4442.0|0|4442.0|0|114.0|0|0.0|100
0|2021-12-28|4459.0|0|4459.0|0|114.0|0|0.0|100
0|2021-12-29|4500.0|0|4500.0|0|115.0|0|0.0|100
0|2021-12-30|4557.0|0|4557.0|0|115.0|0|0.0|100
0|2021-12-31|4557.0|0|4557.0|0|115.0|0|0.0|100
0|2022-01-01|4557.0|0|4557.0|0|115.0|0|0.0|100
0|2022-01-02|4557.0|0|4557.0|0|115.0|0|0.0|100
0|2022-01-03|4664.0|0|4664.0|0|115.0|0|0.0|100
0|2022-01-04|4694.0|0|4694.0|0|115.0|0|0.0|100
0|2022-01-05|4748.0|0|4748.0|0|116.0|0|0.0|100
0|2022-01-06|4815.0|0|4815.0|0|117.0|0|0.0|100
0|2022-01-07|4889.0|0|4889.0|0|117.0|0|0.0|100
0|2022-01-08|4889.0|0|4889.0|0|117.0|0|0.0|100
0|2022-01-09|4889.0|0|4889.0|0|117.0|0|0.0|100
0|2022-01-10|4889.0|0|4960.0|0|117.0|0|0.0|100
0|2022-01-11|5070.0|0|5070.0|0|119.0|0|0.0|100
0|2022-01-12|5070.0|0|5118.0|0|119.0|0|0.0|100
0|2022-01-13|5070.0|0|5260.0|0|119.0|0|0.0|100
0|2022-01-14|5363.0|0|5363.0|0|119.0|0|0.0|100
0|2022-01-15|5363.0|0|5363.0|0|119.0|0|0.0|100
0|2022-01-16|5363.0|0|5363.0|0|119.0|0|0.0|100
0|2022-01-17|5363.0|0|0.0|100|119.0|0|0.0|100
