|dates|Kankakee_Illinois_UnitedStates.JHU_ConfirmedCases.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Kankakee_Illinois_UnitedStates.NYT_ConfirmedCases.data|Kankakee_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Kankakee_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Kankakee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|23136.0|0|23136.0|0|295.0|0|0.0|100
0|2022-01-04|23371.0|0|23371.0|0|296.0|0|0.0|100
0|2022-01-05|23676.0|0|23676.0|0|297.0|0|0.0|100
0|2022-01-06|24049.0|0|24049.0|0|299.0|0|0.0|100
0|2022-01-07|24298.0|0|24298.0|0|301.0|0|0.0|100
0|2022-01-08|24298.0|0|24298.0|0|301.0|0|0.0|100
0|2022-01-09|24298.0|0|24298.0|0|301.0|0|0.0|100
0|2022-01-10|24726.0|0|24726.0|0|304.0|0|0.0|100
0|2022-01-11|24954.0|0|24954.0|0|306.0|0|0.0|100
0|2022-01-12|25243.0|0|25243.0|0|306.0|0|0.0|100
0|2022-01-13|25243.0|0|25439.0|0|306.0|0|0.0|100
0|2022-01-14|25652.0|0|25652.0|0|331.0|0|0.0|100
0|2022-01-15|25652.0|0|25652.0|0|331.0|0|0.0|100
0|2022-01-16|25652.0|0|25652.0|0|331.0|0|0.0|100
0|2022-01-17|25652.0|0|0.0|100|331.0|0|0.0|100
