|dates|Will_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Will_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Will_Illinois_UnitedStates.Male_Total_Population.data|Will_Illinois_UnitedStates.Male_Total_Population.missing|Will_Illinois_UnitedStates.Female_Total_Population.data|Will_Illinois_UnitedStates.Female_Total_Population.missing|Will_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Will_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-27|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-11-28|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-11-29|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-11-30|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-01|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-02|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-03|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-04|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-05|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-06|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-07|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-08|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-09|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-10|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-11|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-12|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-13|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-14|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-15|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-16|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-17|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-18|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-19|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-20|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-21|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-22|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-23|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-24|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-25|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-26|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-27|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-28|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-29|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-30|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2021-12-31|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-01|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-02|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-03|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-04|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-05|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-06|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-07|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-08|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-09|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-10|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-11|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-12|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-13|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-14|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-15|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-16|90406.0|0|343551.0|0|348759.0|0|172143.0|0
0|2022-01-17|90406.0|0|343551.0|0|348759.0|0|172143.0|0
