|dates|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Honolulu_Hawaii_UnitedStates.NYT_ConfirmedCases.data|Honolulu_Hawaii_UnitedStates.NYT_ConfirmedCases.missing|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Honolulu_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|58618.0|0|58618.0|0|732.0|0|0.0|100
0|2021-11-15|58651.0|0|58651.0|0|732.0|0|0.0|100
0|2021-11-16|58684.0|0|58684.0|0|732.0|0|0.0|100
0|2021-11-17|58778.0|0|58778.0|0|736.0|0|0.0|100
0|2021-11-18|58894.0|0|58894.0|0|742.0|0|0.0|100
0|2021-11-19|59013.0|0|59013.0|0|745.0|0|0.0|100
0|2021-11-20|59135.0|0|59135.0|0|747.0|0|0.0|100
0|2021-11-21|59184.0|0|59184.0|0|747.0|0|0.0|100
0|2021-11-22|59232.0|0|59232.0|0|747.0|0|0.0|100
0|2021-11-23|59255.0|0|59255.0|0|747.0|0|0.0|100
0|2021-11-24|59308.0|0|59308.0|0|753.0|0|0.0|100
0|2021-11-25|59255.0|0|59333.0|0|747.0|0|0.0|100
0|2021-11-26|59337.0|0|59337.0|0|756.0|0|0.0|100
0|2021-11-27|59397.0|0|59397.0|0|756.0|0|0.0|100
0|2021-11-28|59504.0|0|59504.0|0|757.0|0|0.0|100
0|2021-11-29|59534.0|0|59534.0|0|757.0|0|0.0|100
0|2021-11-30|59570.0|0|59570.0|0|757.0|0|0.0|100
0|2021-12-01|59621.0|0|59621.0|0|761.0|0|0.0|100
0|2021-12-02|59673.0|0|59673.0|0|762.0|0|0.0|100
0|2021-12-03|59744.0|0|59744.0|0|762.0|0|0.0|100
0|2021-12-04|59802.0|0|59802.0|0|766.0|0|0.0|100
0|2021-12-05|59882.0|0|59882.0|0|767.0|0|0.0|100
0|2021-12-06|59927.0|0|59927.0|0|767.0|0|0.0|100
0|2021-12-07|59955.0|0|59955.0|0|767.0|0|0.0|100
0|2021-12-08|60006.0|0|60006.0|0|772.0|0|0.0|100
0|2021-12-09|60104.0|0|60104.0|0|772.0|0|0.0|100
0|2021-12-10|60222.0|0|60222.0|0|776.0|0|0.0|100
0|2021-12-11|60356.0|0|60356.0|0|783.0|0|0.0|100
0|2021-12-12|60521.0|0|60521.0|0|787.0|0|0.0|100
0|2021-12-13|60643.0|0|60643.0|0|787.0|0|0.0|100
0|2021-12-14|60643.0|0|60812.0|0|787.0|0|0.0|100
0|2021-12-15|61042.0|0|61042.0|0|790.0|0|0.0|100
0|2021-12-16|61337.0|0|61337.0|0|792.0|0|0.0|100
0|2021-12-17|62049.0|0|62049.0|0|793.0|0|0.0|100
0|2021-12-18|62671.0|0|62671.0|0|796.0|0|0.0|100
0|2021-12-19|63548.0|0|63548.0|0|796.0|0|0.0|100
0|2021-12-20|64290.0|0|64290.0|0|796.0|0|0.0|100
0|2021-12-21|64937.0|0|64937.0|0|796.0|0|0.0|100
0|2021-12-22|65803.0|0|65803.0|0|796.0|0|0.0|100
0|2021-12-23|67096.0|0|67096.0|0|796.0|0|0.0|100
0|2021-12-24|68643.0|0|68643.0|0|796.0|0|0.0|100
0|2021-12-25|69953.0|0|69953.0|0|797.0|0|0.0|100
0|2021-12-26|69953.0|0|71794.0|0|797.0|0|0.0|100
0|2021-12-27|71794.0|0|72955.0|0|797.0|0|0.0|100
0|2021-12-28|73568.0|0|73568.0|0|797.0|0|0.0|100
0|2021-12-29|74890.0|0|74890.0|0|799.0|0|0.0|100
0|2021-12-30|77570.0|0|77570.0|0|799.0|0|0.0|100
0|2021-12-31|80084.0|0|80084.0|0|803.0|0|0.0|100
0|2022-01-01|82169.0|0|82169.0|0|805.0|0|0.0|100
0|2022-01-02|84664.0|0|84664.0|0|805.0|0|0.0|100
0|2022-01-03|86830.0|0|86830.0|0|805.0|0|0.0|100
0|2022-01-04|88061.0|0|88061.0|0|805.0|0|0.0|100
0|2022-01-05|89995.0|0|89995.0|0|805.0|0|0.0|100
0|2022-01-06|93240.0|0|93240.0|0|809.0|0|0.0|100
0|2022-01-07|95627.0|0|95627.0|0|810.0|0|0.0|100
0|2022-01-08|98601.0|0|98601.0|0|811.0|0|0.0|100
0|2022-01-09|101813.0|0|101813.0|0|811.0|0|0.0|100
0|2022-01-10|104574.0|0|104574.0|0|811.0|0|0.0|100
0|2022-01-11|106573.0|0|106573.0|0|811.0|0|0.0|100
0|2022-01-12|109185.0|0|109185.0|0|815.0|0|0.0|100
0|2022-01-13|109185.0|0|111628.0|0|815.0|0|0.0|100
0|2022-01-14|114192.0|0|114192.0|0|819.0|0|0.0|100
0|2022-01-15|118177.0|0|118177.0|0|825.0|0|0.0|100
0|2022-01-16|118177.0|0|120462.0|0|825.0|0|0.0|100
0|2022-01-17|124141.0|0|0.0|100|828.0|0|0.0|100
