|dates|Summit_Utah_UnitedStates.JHU_ConfirmedCases.data|Summit_Utah_UnitedStates.JHU_ConfirmedCases.missing|Summit_Utah_UnitedStates.NYT_ConfirmedCases.data|Summit_Utah_UnitedStates.NYT_ConfirmedCases.missing|Summit_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Summit_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Summit_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Summit_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|8553.0|0|8553.0|0|19.0|0|0.0|100
0|2022-01-03|9166.0|0|9166.0|0|19.0|0|0.0|100
0|2022-01-04|9374.0|0|9374.0|0|19.0|0|0.0|100
0|2022-01-05|9568.0|0|9568.0|0|19.0|0|0.0|100
0|2022-01-06|9802.0|0|9802.0|0|19.0|0|0.0|100
0|2022-01-07|9984.0|0|9984.0|0|19.0|0|0.0|100
0|2022-01-08|9984.0|0|9984.0|0|19.0|0|0.0|100
0|2022-01-09|9984.0|0|9984.0|0|19.0|0|0.0|100
0|2022-01-10|10549.0|0|10549.0|0|19.0|0|0.0|100
0|2022-01-11|10782.0|0|10782.0|0|19.0|0|0.0|100
0|2022-01-12|10999.0|0|10999.0|0|19.0|0|0.0|100
0|2022-01-13|10999.0|0|11224.0|0|19.0|0|0.0|100
0|2022-01-14|11375.0|0|11375.0|0|19.0|0|0.0|100
0|2022-01-15|11375.0|0|11375.0|0|19.0|0|0.0|100
0|2022-01-16|11375.0|0|11375.0|0|19.0|0|0.0|100
0|2022-01-17|11375.0|0|0.0|100|19.0|0|0.0|100
