|dates|Skamania_Washington_UnitedStates.JHU_ConfirmedCases.data|Skamania_Washington_UnitedStates.JHU_ConfirmedCases.missing|Skamania_Washington_UnitedStates.NYT_ConfirmedCases.data|Skamania_Washington_UnitedStates.NYT_ConfirmedCases.missing|Skamania_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Skamania_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Skamania_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Skamania_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|840.0|0|840.0|0|7.0|0|0.0|100
0|2021-11-30|845.0|0|845.0|0|7.0|0|0.0|100
0|2021-12-01|845.0|0|845.0|0|7.0|0|0.0|100
0|2021-12-02|853.0|0|853.0|0|7.0|0|0.0|100
0|2021-12-03|857.0|0|857.0|0|7.0|0|0.0|100
0|2021-12-04|857.0|0|857.0|0|7.0|0|0.0|100
0|2021-12-05|857.0|0|857.0|0|7.0|0|0.0|100
0|2021-12-06|862.0|0|862.0|0|7.0|0|0.0|100
0|2021-12-07|868.0|0|868.0|0|7.0|0|0.0|100
0|2021-12-08|868.0|0|868.0|0|7.0|0|0.0|100
0|2021-12-09|870.0|0|870.0|0|7.0|0|0.0|100
0|2021-12-10|873.0|0|873.0|0|7.0|0|0.0|100
0|2021-12-11|873.0|0|873.0|0|7.0|0|0.0|100
0|2021-12-12|873.0|0|873.0|0|7.0|0|0.0|100
0|2021-12-13|875.0|0|875.0|0|7.0|0|0.0|100
0|2021-12-14|875.0|0|878.0|0|7.0|0|0.0|100
0|2021-12-15|879.0|0|879.0|0|7.0|0|0.0|100
0|2021-12-16|882.0|0|882.0|0|7.0|0|0.0|100
0|2021-12-17|883.0|0|883.0|0|7.0|0|0.0|100
0|2021-12-18|883.0|0|883.0|0|7.0|0|0.0|100
0|2021-12-19|883.0|0|883.0|0|7.0|0|0.0|100
0|2021-12-20|885.0|0|885.0|0|7.0|0|0.0|100
0|2021-12-21|895.0|0|895.0|0|8.0|0|0.0|100
0|2021-12-22|899.0|0|899.0|0|9.0|0|0.0|100
0|2021-12-23|903.0|0|903.0|0|9.0|0|0.0|100
0|2021-12-24|903.0|0|903.0|0|9.0|0|0.0|100
0|2021-12-25|903.0|0|903.0|0|9.0|0|0.0|100
0|2021-12-26|903.0|0|903.0|0|9.0|0|0.0|100
0|2021-12-27|910.0|0|910.0|0|9.0|0|0.0|100
0|2021-12-28|914.0|0|914.0|0|9.0|0|0.0|100
0|2021-12-29|918.0|0|918.0|0|9.0|0|0.0|100
0|2021-12-30|922.0|0|922.0|0|9.0|0|0.0|100
0|2021-12-31|922.0|0|922.0|0|9.0|0|0.0|100
0|2022-01-01|922.0|0|922.0|0|9.0|0|0.0|100
0|2022-01-02|922.0|0|922.0|0|9.0|0|0.0|100
0|2022-01-03|932.0|0|932.0|0|9.0|0|0.0|100
0|2022-01-04|936.0|0|936.0|0|9.0|0|0.0|100
0|2022-01-05|938.0|0|938.0|0|9.0|0|0.0|100
0|2022-01-06|942.0|0|942.0|0|9.0|0|0.0|100
0|2022-01-07|957.0|0|957.0|0|9.0|0|0.0|100
0|2022-01-08|957.0|0|957.0|0|9.0|0|0.0|100
0|2022-01-09|957.0|0|957.0|0|9.0|0|0.0|100
0|2022-01-10|977.0|0|977.0|0|9.0|0|0.0|100
0|2022-01-11|999.0|0|999.0|0|9.0|0|0.0|100
0|2022-01-12|1021.0|0|1021.0|0|10.0|0|0.0|100
0|2022-01-13|1021.0|0|1024.0|0|10.0|0|0.0|100
0|2022-01-14|1051.0|0|1051.0|0|10.0|0|0.0|100
0|2022-01-15|1051.0|0|1051.0|0|10.0|0|0.0|100
0|2022-01-16|1051.0|0|1051.0|0|10.0|0|0.0|100
0|2022-01-17|1051.0|0|0.0|100|10.0|0|0.0|100
