|dates|Neosho_Kansas_UnitedStates.JHU_ConfirmedCases.data|Neosho_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Neosho_Kansas_UnitedStates.NYT_ConfirmedCases.data|Neosho_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Neosho_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Neosho_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Neosho_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Neosho_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|3459.0|0|3459.0|0|53.0|0|0.0|100
0|2022-01-04|3459.0|0|3459.0|0|53.0|0|0.0|100
0|2022-01-05|3534.0|0|3534.0|0|53.0|0|0.0|100
0|2022-01-06|3534.0|0|3534.0|0|53.0|0|0.0|100
0|2022-01-07|3602.0|0|3602.0|0|55.0|0|0.0|100
0|2022-01-08|3602.0|0|3602.0|0|55.0|0|0.0|100
0|2022-01-09|3602.0|0|3602.0|0|55.0|0|0.0|100
0|2022-01-10|3666.0|0|3666.0|0|56.0|0|0.0|100
0|2022-01-11|3666.0|0|3666.0|0|56.0|0|0.0|100
0|2022-01-12|3666.0|0|3719.0|0|56.0|0|0.0|100
0|2022-01-13|3666.0|0|3771.0|0|56.0|0|0.0|100
0|2022-01-14|3900.0|0|3900.0|0|56.0|0|0.0|100
0|2022-01-15|3900.0|0|3900.0|0|56.0|0|0.0|100
0|2022-01-16|3900.0|0|3900.0|0|56.0|0|0.0|100
0|2022-01-17|3900.0|0|0.0|100|56.0|0|0.0|100
