|dates|Finney_Kansas_UnitedStates.JHU_ConfirmedCases.data|Finney_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Finney_Kansas_UnitedStates.NYT_ConfirmedCases.data|Finney_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Finney_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Finney_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Finney_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Finney_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|7742.0|0|7703.0|0|91.0|0|0.0|100
0|2021-11-11|7786.0|0|7703.0|0|91.0|0|0.0|100
0|2021-11-12|7809.0|0|7723.0|0|91.0|0|0.0|100
0|2021-11-13|7809.0|0|7723.0|0|91.0|0|0.0|100
0|2021-11-14|7809.0|0|7723.0|0|91.0|0|0.0|100
0|2021-11-15|7872.0|0|7809.0|0|91.0|0|0.0|100
0|2021-11-16|7892.0|0|7809.0|0|91.0|0|0.0|100
0|2021-11-17|7931.0|0|7872.0|0|91.0|0|0.0|100
0|2021-11-18|7970.0|0|7892.0|0|91.0|0|0.0|100
0|2021-11-19|8012.0|0|7931.0|0|93.0|0|0.0|100
0|2021-11-20|8012.0|0|7970.0|0|93.0|0|0.0|100
0|2021-11-21|8012.0|0|7970.0|0|93.0|0|0.0|100
0|2021-11-22|8060.0|0|7970.0|0|93.0|0|0.0|100
0|2021-11-23|8060.0|0|8012.0|0|93.0|0|0.0|100
0|2021-11-24|8113.0|0|8060.0|0|93.0|0|0.0|100
0|2021-11-25|8113.0|0|8060.0|0|92.0|0|0.0|100
0|2021-11-26|8113.0|0|8060.0|0|92.0|0|0.0|100
0|2021-11-27|8113.0|0|8060.0|0|92.0|0|0.0|100
0|2021-11-28|8113.0|0|8060.0|0|92.0|0|0.0|100
0|2021-11-29|8113.0|0|8060.0|0|94.0|0|0.0|100
0|2021-11-30|8113.0|0|8113.0|0|94.0|0|0.0|100
0|2021-12-01|8202.0|0|8113.0|0|94.0|0|0.0|100
0|2021-12-02|8232.0|0|8113.0|0|94.0|0|0.0|100
0|2021-12-03|8258.0|0|8232.0|0|94.0|0|0.0|100
0|2021-12-04|8258.0|0|8232.0|0|94.0|0|0.0|100
0|2021-12-05|8258.0|0|8232.0|0|94.0|0|0.0|100
0|2021-12-06|8299.0|0|8232.0|0|94.0|0|0.0|100
0|2021-12-07|8320.0|0|8258.0|0|94.0|0|0.0|100
0|2021-12-08|8342.0|0|8299.0|0|94.0|0|0.0|100
0|2021-12-09|8381.0|0|8320.0|0|94.0|0|0.0|100
0|2021-12-10|8398.0|0|8342.0|0|94.0|0|0.0|100
0|2021-12-11|8398.0|0|8342.0|0|94.0|0|0.0|100
0|2021-12-12|8398.0|0|8342.0|0|94.0|0|0.0|100
0|2021-12-13|8398.0|0|8398.0|0|94.0|0|0.0|100
0|2021-12-14|8398.0|0|8398.0|0|94.0|0|0.0|100
0|2021-12-15|8463.0|0|8398.0|0|94.0|0|0.0|100
0|2021-12-16|8481.0|0|8448.0|0|94.0|0|0.0|100
0|2021-12-17|8498.0|0|8463.0|0|94.0|0|0.0|100
0|2021-12-18|8498.0|0|8463.0|0|94.0|0|0.0|100
0|2021-12-19|8498.0|0|8463.0|0|94.0|0|0.0|100
0|2021-12-20|8530.0|0|8481.0|0|94.0|0|0.0|100
0|2021-12-21|8556.0|0|8498.0|0|94.0|0|0.0|100
0|2021-12-22|8575.0|0|8530.0|0|94.0|0|0.0|100
0|2021-12-23|8595.0|0|8556.0|0|94.0|0|0.0|100
0|2021-12-24|8595.0|0|8575.0|0|94.0|0|0.0|100
0|2021-12-25|8595.0|0|8575.0|0|94.0|0|0.0|100
0|2021-12-26|8595.0|0|8575.0|0|94.0|0|0.0|100
0|2021-12-27|8634.0|0|8575.0|0|94.0|0|0.0|100
0|2021-12-28|8669.0|0|8595.0|0|94.0|0|0.0|100
0|2021-12-29|8686.0|0|8634.0|0|94.0|0|0.0|100
0|2021-12-30|8758.0|0|8669.0|0|94.0|0|0.0|100
0|2021-12-31|8758.0|0|8669.0|0|94.0|0|0.0|100
0|2022-01-01|8758.0|0|8669.0|0|94.0|0|0.0|100
0|2022-01-02|8758.0|0|8669.0|0|94.0|0|0.0|100
0|2022-01-03|8818.0|0|8686.0|0|94.0|0|0.0|100
0|2022-01-04|8855.0|0|8758.0|0|94.0|0|0.0|100
0|2022-01-05|8922.0|0|8818.0|0|94.0|0|0.0|100
0|2022-01-06|8966.0|0|8855.0|0|94.0|0|0.0|100
0|2022-01-07|9084.0|0|8922.0|0|103.0|0|0.0|100
0|2022-01-08|9084.0|0|8922.0|0|103.0|0|0.0|100
0|2022-01-09|9084.0|0|8922.0|0|103.0|0|0.0|100
0|2022-01-10|9200.0|0|8966.0|0|103.0|0|0.0|100
0|2022-01-11|9262.0|0|9084.0|0|103.0|0|0.0|100
0|2022-01-12|9298.0|0|9200.0|0|103.0|0|0.0|100
0|2022-01-13|9298.0|0|9262.0|0|103.0|0|0.0|100
0|2022-01-14|9506.0|0|9411.0|0|105.0|0|0.0|100
0|2022-01-15|9506.0|0|9411.0|0|105.0|0|0.0|100
0|2022-01-16|9506.0|0|9411.0|0|105.0|0|0.0|100
0|2022-01-17|9506.0|0|0.0|100|105.0|0|0.0|100
