|dates|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.NYT_ConfirmedCases.data|Steuben_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|15231.0|0|15231.0|0|221.0|0|0.0|100
0|2022-01-07|15413.0|0|15413.0|0|221.0|0|0.0|100
0|2022-01-08|15622.0|0|15622.0|0|221.0|0|0.0|100
0|2022-01-09|15779.0|0|15779.0|0|221.0|0|0.0|100
0|2022-01-10|15873.0|0|15873.0|0|221.0|0|0.0|100
0|2022-01-11|15949.0|0|15949.0|0|222.0|0|0.0|100
0|2022-01-12|16123.0|0|16123.0|0|224.0|0|0.0|100
0|2022-01-13|16123.0|0|16418.0|0|224.0|0|0.0|100
0|2022-01-14|16596.0|0|16596.0|0|224.0|0|0.0|100
0|2022-01-15|16747.0|0|16747.0|0|224.0|0|0.0|100
0|2022-01-16|16938.0|0|16938.0|0|224.0|0|0.0|100
0|2022-01-17|17031.0|0|0.0|100|224.0|0|0.0|100
