|dates|Lyon_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Lyon_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Lyon_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Lyon_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|2091.0|0|2091.0|0|29.0|0|0.0|100
0|2021-12-25|2091.0|0|2091.0|0|29.0|0|0.0|100
0|2021-12-26|2091.0|0|2091.0|0|29.0|0|0.0|100
0|2021-12-27|2098.0|0|2098.0|0|29.0|0|0.0|100
0|2021-12-28|2100.0|0|2100.0|0|29.0|0|0.0|100
0|2021-12-29|2107.0|0|2107.0|0|29.0|0|0.0|100
0|2021-12-30|2107.0|0|2107.0|0|29.0|0|0.0|100
0|2021-12-31|2107.0|0|2107.0|0|29.0|0|0.0|100
0|2022-01-01|2107.0|0|2107.0|0|29.0|0|0.0|100
0|2022-01-02|2107.0|0|2107.0|0|29.0|0|0.0|100
0|2022-01-03|2123.0|0|2123.0|0|29.0|0|0.0|100
0|2022-01-04|2133.0|0|2133.0|0|30.0|0|0.0|100
0|2022-01-05|2136.0|0|2136.0|0|30.0|0|0.0|100
0|2022-01-06|2139.0|0|2139.0|0|30.0|0|0.0|100
0|2022-01-07|2141.0|0|2141.0|0|30.0|0|0.0|100
0|2022-01-08|2141.0|0|2141.0|0|30.0|0|0.0|100
0|2022-01-09|2141.0|0|2141.0|0|30.0|0|0.0|100
0|2022-01-10|2151.0|0|2151.0|0|31.0|0|0.0|100
0|2022-01-11|2166.0|0|2166.0|0|31.0|0|0.0|100
0|2022-01-12|2172.0|0|2172.0|0|31.0|0|0.0|100
0|2022-01-13|2172.0|0|2175.0|0|31.0|0|0.0|100
0|2022-01-14|2191.0|0|2191.0|0|31.0|0|0.0|100
0|2022-01-15|2191.0|0|2191.0|0|31.0|0|0.0|100
0|2022-01-16|2191.0|0|2191.0|0|31.0|0|0.0|100
0|2022-01-17|2191.0|0|0.0|100|31.0|0|0.0|100
