|dates|Holmes_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Holmes_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Holmes_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Holmes_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Holmes_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Holmes_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Holmes_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Holmes_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|2762.0|0|2762.0|0|89.0|0|0.0|100
0|2021-12-21|2762.0|0|2762.0|0|89.0|0|0.0|100
0|2021-12-22|2768.0|0|2768.0|0|89.0|0|0.0|100
0|2021-12-23|2768.0|0|2768.0|0|89.0|0|0.0|100
0|2021-12-24|2768.0|0|2768.0|0|89.0|0|0.0|100
0|2021-12-25|2768.0|0|2768.0|0|89.0|0|0.0|100
0|2021-12-26|2768.0|0|2768.0|0|89.0|0|0.0|100
0|2021-12-27|2816.0|0|2816.0|0|89.0|0|0.0|100
0|2021-12-28|2830.0|0|2830.0|0|89.0|0|0.0|100
0|2021-12-29|2862.0|0|2862.0|0|90.0|0|0.0|100
0|2021-12-30|2883.0|0|2883.0|0|90.0|0|0.0|100
0|2021-12-31|2883.0|0|2883.0|0|90.0|0|0.0|100
0|2022-01-01|2883.0|0|2883.0|0|90.0|0|0.0|100
0|2022-01-02|2883.0|0|2883.0|0|90.0|0|0.0|100
0|2022-01-03|3071.0|0|3071.0|0|90.0|0|0.0|100
0|2022-01-04|3093.0|0|3093.0|0|93.0|0|0.0|100
0|2022-01-05|3137.0|0|3137.0|0|93.0|0|0.0|100
0|2022-01-06|3202.0|0|3202.0|0|93.0|0|0.0|100
0|2022-01-07|3263.0|0|3263.0|0|93.0|0|0.0|100
0|2022-01-08|3263.0|0|3263.0|0|93.0|0|0.0|100
0|2022-01-09|3263.0|0|3263.0|0|93.0|0|0.0|100
0|2022-01-10|3263.0|0|3349.0|0|93.0|0|0.0|100
0|2022-01-11|3481.0|0|3481.0|0|94.0|0|0.0|100
0|2022-01-12|3481.0|0|3507.0|0|94.0|0|0.0|100
0|2022-01-13|3481.0|0|3564.0|0|94.0|0|0.0|100
0|2022-01-14|3641.0|0|3641.0|0|94.0|0|0.0|100
0|2022-01-15|3641.0|0|3641.0|0|94.0|0|0.0|100
0|2022-01-16|3641.0|0|3641.0|0|94.0|0|0.0|100
0|2022-01-17|3641.0|0|0.0|100|94.0|0|0.0|100
