|dates|Lee_Texas_UnitedStates.JHU_ConfirmedCases.data|Lee_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lee_Texas_UnitedStates.NYT_ConfirmedCases.data|Lee_Texas_UnitedStates.NYT_ConfirmedCases.missing|Lee_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|2982.0|0|2982.0|0|54.0|0|0.0|100
0|2021-11-27|2982.0|0|2982.0|0|54.0|0|0.0|100
0|2021-11-28|2982.0|0|2982.0|0|54.0|0|0.0|100
0|2021-11-29|2985.0|0|2985.0|0|54.0|0|0.0|100
0|2021-11-30|2985.0|0|2985.0|0|54.0|0|0.0|100
0|2021-12-01|2985.0|0|2985.0|0|54.0|0|0.0|100
0|2021-12-02|2985.0|0|2985.0|0|54.0|0|0.0|100
0|2021-12-03|2988.0|0|2988.0|0|54.0|0|0.0|100
0|2021-12-04|2990.0|0|2990.0|0|54.0|0|0.0|100
0|2021-12-05|2990.0|0|2990.0|0|54.0|0|0.0|100
0|2021-12-06|2991.0|0|2991.0|0|54.0|0|0.0|100
0|2021-12-07|2992.0|0|2992.0|0|54.0|0|0.0|100
0|2021-12-08|2995.0|0|2995.0|0|54.0|0|0.0|100
0|2021-12-09|2997.0|0|2997.0|0|54.0|0|0.0|100
0|2021-12-10|3006.0|0|3006.0|0|54.0|0|0.0|100
0|2021-12-11|3007.0|0|3007.0|0|54.0|0|0.0|100
0|2021-12-12|3007.0|0|3007.0|0|54.0|0|0.0|100
0|2021-12-13|3007.0|0|3007.0|0|54.0|0|0.0|100
0|2021-12-14|3007.0|0|3007.0|0|54.0|0|0.0|100
0|2021-12-15|3010.0|0|3010.0|0|54.0|0|0.0|100
0|2021-12-16|3010.0|0|3010.0|0|54.0|0|0.0|100
0|2021-12-17|3010.0|0|3010.0|0|54.0|0|0.0|100
0|2021-12-18|3010.0|0|3010.0|0|54.0|0|0.0|100
0|2021-12-19|3011.0|0|3011.0|0|54.0|0|0.0|100
0|2021-12-20|3011.0|0|3011.0|0|54.0|0|0.0|100
0|2021-12-21|3011.0|0|3011.0|0|54.0|0|0.0|100
0|2021-12-22|3016.0|0|3016.0|0|54.0|0|0.0|100
0|2021-12-23|3020.0|0|3020.0|0|54.0|0|0.0|100
0|2021-12-24|3020.0|0|3020.0|0|54.0|0|0.0|100
0|2021-12-25|3020.0|0|3020.0|0|54.0|0|0.0|100
0|2021-12-26|3020.0|0|3020.0|0|54.0|0|0.0|100
0|2021-12-27|3023.0|0|3023.0|0|54.0|0|0.0|100
0|2021-12-28|3025.0|0|3025.0|0|54.0|0|0.0|100
0|2021-12-29|3044.0|0|3044.0|0|54.0|0|0.0|100
0|2021-12-30|3044.0|0|3057.0|0|54.0|0|0.0|100
0|2021-12-31|3057.0|0|3057.0|0|54.0|0|0.0|100
0|2022-01-01|3057.0|0|3057.0|0|54.0|0|0.0|100
0|2022-01-02|3057.0|0|3057.0|0|54.0|0|0.0|100
0|2022-01-03|3092.0|0|3092.0|0|54.0|0|0.0|100
0|2022-01-04|3108.0|0|3108.0|0|54.0|0|0.0|100
0|2022-01-05|3177.0|0|3177.0|0|54.0|0|0.0|100
0|2022-01-06|3201.0|0|3201.0|0|54.0|0|0.0|100
0|2022-01-07|3248.0|0|3248.0|0|54.0|0|0.0|100
0|2022-01-08|3281.0|0|3281.0|0|54.0|0|0.0|100
0|2022-01-09|3292.0|0|3292.0|0|54.0|0|0.0|100
0|2022-01-10|3298.0|0|3298.0|0|54.0|0|0.0|100
0|2022-01-11|3314.0|0|3314.0|0|54.0|0|0.0|100
0|2022-01-12|3324.0|0|3324.0|0|54.0|0|0.0|100
0|2022-01-13|3324.0|0|3351.0|0|54.0|0|0.0|100
0|2022-01-14|3351.0|0|3428.0|0|54.0|0|0.0|100
0|2022-01-15|3461.0|0|3461.0|0|55.0|0|0.0|100
0|2022-01-16|3474.0|0|3474.0|0|55.0|0|0.0|100
0|2022-01-17|3506.0|0|0.0|100|55.0|0|0.0|100
