|dates|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedCases.data|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Schoolcraft_Michigan_UnitedStates.NYT_ConfirmedCases.data|Schoolcraft_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|926.0|0|926.0|0|6.0|0|0.0|100
0|2021-11-16|926.0|0|926.0|0|6.0|0|0.0|100
0|2021-11-17|948.0|0|948.0|0|6.0|0|0.0|100
0|2021-11-18|948.0|0|948.0|0|6.0|0|0.0|100
0|2021-11-19|960.0|0|960.0|0|6.0|0|0.0|100
0|2021-11-20|960.0|0|960.0|0|6.0|0|0.0|100
0|2021-11-21|960.0|0|960.0|0|6.0|0|0.0|100
0|2021-11-22|968.0|0|968.0|0|6.0|0|0.0|100
0|2021-11-23|968.0|0|968.0|0|6.0|0|0.0|100
0|2021-11-24|978.0|0|978.0|0|6.0|0|0.0|100
0|2021-11-25|978.0|0|978.0|0|6.0|0|0.0|100
0|2021-11-26|978.0|0|978.0|0|6.0|0|0.0|100
0|2021-11-27|978.0|0|978.0|0|6.0|0|0.0|100
0|2021-11-28|978.0|0|978.0|0|6.0|0|0.0|100
0|2021-11-29|992.0|0|992.0|0|6.0|0|0.0|100
0|2021-11-30|992.0|0|992.0|0|6.0|0|0.0|100
0|2021-12-01|1050.0|0|1050.0|0|7.0|0|0.0|100
0|2021-12-02|1050.0|0|1050.0|0|7.0|0|0.0|100
0|2021-12-03|1074.0|0|1074.0|0|7.0|0|0.0|100
0|2021-12-04|1074.0|0|1074.0|0|7.0|0|0.0|100
0|2021-12-05|1074.0|0|1074.0|0|7.0|0|0.0|100
0|2021-12-06|1081.0|0|1081.0|0|7.0|0|0.0|100
0|2021-12-07|1081.0|0|1081.0|0|7.0|0|0.0|100
0|2021-12-08|1114.0|0|1114.0|0|7.0|0|0.0|100
0|2021-12-09|1114.0|0|1114.0|0|7.0|0|0.0|100
0|2021-12-10|1126.0|0|1126.0|0|7.0|0|0.0|100
0|2021-12-11|1126.0|0|1126.0|0|7.0|0|0.0|100
0|2021-12-12|1126.0|0|1126.0|0|7.0|0|0.0|100
0|2021-12-13|1133.0|0|1133.0|0|7.0|0|0.0|100
0|2021-12-14|1133.0|0|1133.0|0|7.0|0|0.0|100
0|2021-12-15|1163.0|0|1163.0|0|7.0|0|0.0|100
0|2021-12-16|1163.0|0|1163.0|0|7.0|0|0.0|100
0|2021-12-17|1170.0|0|1170.0|0|7.0|0|0.0|100
0|2021-12-18|1170.0|0|1170.0|0|7.0|0|0.0|100
0|2021-12-19|1170.0|0|1170.0|0|7.0|0|0.0|100
0|2021-12-20|1172.0|0|1172.0|0|7.0|0|0.0|100
0|2021-12-21|1172.0|0|1172.0|0|7.0|0|0.0|100
0|2021-12-22|1184.0|0|1184.0|0|8.0|0|0.0|100
0|2021-12-23|1184.0|0|1184.0|0|8.0|0|0.0|100
0|2021-12-24|1184.0|0|1184.0|0|8.0|0|0.0|100
0|2021-12-25|1184.0|0|1184.0|0|8.0|0|0.0|100
0|2021-12-26|1184.0|0|1184.0|0|8.0|0|0.0|100
0|2021-12-27|1198.0|0|1198.0|0|8.0|0|0.0|100
0|2021-12-28|1198.0|0|1198.0|0|8.0|0|0.0|100
0|2021-12-29|1203.0|0|1203.0|0|8.0|0|0.0|100
0|2021-12-30|1203.0|0|1203.0|0|8.0|0|0.0|100
0|2021-12-31|1203.0|0|1203.0|0|8.0|0|0.0|100
0|2022-01-01|1203.0|0|1203.0|0|8.0|0|0.0|100
0|2022-01-02|1203.0|0|1203.0|0|8.0|0|0.0|100
0|2022-01-03|1227.0|0|1227.0|0|9.0|0|0.0|100
0|2022-01-04|1227.0|0|1227.0|0|9.0|0|0.0|100
0|2022-01-05|1257.0|0|1257.0|0|9.0|0|0.0|100
0|2022-01-06|1257.0|0|1257.0|0|9.0|0|0.0|100
0|2022-01-07|1277.0|0|1277.0|0|9.0|0|0.0|100
0|2022-01-08|1277.0|0|1277.0|0|9.0|0|0.0|100
0|2022-01-09|1277.0|0|1277.0|0|9.0|0|0.0|100
0|2022-01-10|1303.0|0|1303.0|0|9.0|0|0.0|100
0|2022-01-11|1303.0|0|1303.0|0|9.0|0|0.0|100
0|2022-01-12|1365.0|0|1365.0|0|9.0|0|0.0|100
0|2022-01-13|1365.0|0|1365.0|0|9.0|0|0.0|100
0|2022-01-14|1393.0|0|1393.0|0|9.0|0|0.0|100
0|2022-01-15|1393.0|0|1393.0|0|9.0|0|0.0|100
0|2022-01-16|1393.0|0|1393.0|0|9.0|0|0.0|100
0|2022-01-17|1393.0|0|0.0|100|9.0|0|0.0|100
