|dates|Sumter_Georgia_UnitedStates.JHU_ConfirmedCases.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Georgia_UnitedStates.NYT_ConfirmedCases.data|Sumter_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Sumter_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|4284.0|0|4293.0|0|137.0|0|0.0|100
0|2021-11-22|4289.0|0|4298.0|0|137.0|0|0.0|100
0|2021-11-23|4293.0|0|4302.0|0|137.0|0|0.0|100
0|2021-11-24|4296.0|0|4305.0|0|137.0|0|0.0|100
0|2021-11-25|4296.0|0|4305.0|0|137.0|0|0.0|100
0|2021-11-26|4296.0|0|4305.0|0|137.0|0|0.0|100
0|2021-11-27|4296.0|0|4305.0|0|137.0|0|0.0|100
0|2021-11-28|4296.0|0|4305.0|0|137.0|0|0.0|100
0|2021-11-29|4303.0|0|4312.0|0|137.0|0|0.0|100
0|2021-11-30|4308.0|0|4317.0|0|137.0|0|0.0|100
0|2021-12-01|4314.0|0|4323.0|0|138.0|0|0.0|100
0|2021-12-02|4314.0|0|4325.0|0|138.0|0|0.0|100
0|2021-12-03|4321.0|0|4330.0|0|138.0|0|0.0|100
0|2021-12-04|4321.0|0|4330.0|0|138.0|0|0.0|100
0|2021-12-05|4321.0|0|4330.0|0|138.0|0|0.0|100
0|2021-12-06|4325.0|0|4334.0|0|138.0|0|0.0|100
0|2021-12-07|4327.0|0|4336.0|0|138.0|0|0.0|100
0|2021-12-08|4331.0|0|4340.0|0|138.0|0|0.0|100
0|2021-12-09|4337.0|0|4346.0|0|139.0|0|0.0|100
0|2021-12-10|4341.0|0|4350.0|0|140.0|0|0.0|100
0|2021-12-11|4341.0|0|4350.0|0|140.0|0|0.0|100
0|2021-12-12|4341.0|0|4350.0|0|140.0|0|0.0|100
0|2021-12-13|4346.0|0|4355.0|0|141.0|0|0.0|100
0|2021-12-14|4346.0|0|4359.0|0|141.0|0|0.0|100
0|2021-12-15|4354.0|0|4363.0|0|141.0|0|0.0|100
0|2021-12-16|4353.0|0|4362.0|0|141.0|0|0.0|100
0|2021-12-17|4359.0|0|4368.0|0|141.0|0|0.0|100
0|2021-12-18|4359.0|0|4368.0|0|141.0|0|0.0|100
0|2021-12-19|4359.0|0|4368.0|0|141.0|0|0.0|100
0|2021-12-20|4366.0|0|4375.0|0|141.0|0|0.0|100
0|2021-12-21|4375.0|0|4384.0|0|141.0|0|0.0|100
0|2021-12-22|4387.0|0|4396.0|0|141.0|0|0.0|100
0|2021-12-23|4398.0|0|4407.0|0|142.0|0|0.0|100
0|2021-12-24|4410.0|0|4419.0|0|142.0|0|0.0|100
0|2021-12-25|4410.0|0|4419.0|0|142.0|0|0.0|100
0|2021-12-26|4410.0|0|4419.0|0|142.0|0|0.0|100
0|2021-12-27|4420.0|0|4429.0|0|143.0|0|0.0|100
0|2021-12-28|4443.0|0|4452.0|0|143.0|0|0.0|100
0|2021-12-29|4516.0|0|4525.0|0|145.0|0|0.0|100
0|2021-12-30|4589.0|0|4598.0|0|145.0|0|0.0|100
0|2021-12-31|4680.0|0|4689.0|0|145.0|0|0.0|100
0|2022-01-01|4680.0|0|4689.0|0|145.0|0|0.0|100
0|2022-01-02|4680.0|0|4689.0|0|145.0|0|0.0|100
0|2022-01-03|4680.0|0|4689.0|0|145.0|0|0.0|100
0|2022-01-04|4832.0|0|4841.0|0|145.0|0|0.0|100
0|2022-01-05|4894.0|0|4903.0|0|145.0|0|0.0|100
0|2022-01-06|4894.0|0|4903.0|0|145.0|0|0.0|100
0|2022-01-07|4894.0|0|4903.0|0|145.0|0|0.0|100
0|2022-01-08|4894.0|0|4903.0|0|145.0|0|0.0|100
0|2022-01-09|4894.0|0|4903.0|0|145.0|0|0.0|100
0|2022-01-10|5197.0|0|5207.0|0|145.0|0|0.0|100
0|2022-01-11|5267.0|0|5277.0|0|145.0|0|0.0|100
0|2022-01-12|5324.0|0|5334.0|0|145.0|0|0.0|100
0|2022-01-13|5324.0|0|5406.0|0|145.0|0|0.0|100
0|2022-01-14|5454.0|0|5464.0|0|145.0|0|0.0|100
0|2022-01-15|5454.0|0|5464.0|0|145.0|0|0.0|100
0|2022-01-16|5454.0|0|5464.0|0|145.0|0|0.0|100
0|2022-01-17|5575.0|0|0.0|100|145.0|0|0.0|100
