|dates|Wabash_Indiana_UnitedStates.JHU_ConfirmedCases.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Wabash_Indiana_UnitedStates.NYT_ConfirmedCases.data|Wabash_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Wabash_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Wabash_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|5958.0|0|5962.0|0|108.0|0|0.0|100
0|2021-11-28|5958.0|0|5962.0|0|108.0|0|0.0|100
0|2021-11-29|6060.0|0|6064.0|0|108.0|0|0.0|100
0|2021-11-30|6080.0|0|6084.0|0|109.0|0|0.0|100
0|2021-12-01|6137.0|0|6141.0|0|111.0|0|0.0|100
0|2021-12-02|6137.0|0|6187.0|0|111.0|0|0.0|100
0|2021-12-03|6221.0|0|6226.0|0|111.0|0|0.0|100
0|2021-12-04|6221.0|0|6226.0|0|111.0|0|0.0|100
0|2021-12-05|6221.0|0|6226.0|0|111.0|0|0.0|100
0|2021-12-06|6323.0|0|6328.0|0|111.0|0|0.0|100
0|2021-12-07|6353.0|0|6358.0|0|113.0|0|0.0|100
0|2021-12-08|6388.0|0|6393.0|0|117.0|0|0.0|100
0|2021-12-09|6423.0|0|6428.0|0|117.0|0|0.0|100
0|2021-12-10|6456.0|0|6461.0|0|117.0|0|0.0|100
0|2021-12-11|6456.0|0|6461.0|0|117.0|0|0.0|100
0|2021-12-12|6456.0|0|6461.0|0|117.0|0|0.0|100
0|2021-12-13|6525.0|0|6530.0|0|118.0|0|0.0|100
0|2021-12-14|6525.0|0|6559.0|0|118.0|0|0.0|100
0|2021-12-15|6584.0|0|6589.0|0|120.0|0|0.0|100
0|2021-12-16|6610.0|0|6615.0|0|121.0|0|0.0|100
0|2021-12-17|6629.0|0|6634.0|0|121.0|0|0.0|100
0|2021-12-18|6629.0|0|6634.0|0|121.0|0|0.0|100
0|2021-12-19|6629.0|0|6634.0|0|121.0|0|0.0|100
0|2021-12-20|6670.0|0|6675.0|0|123.0|0|0.0|100
0|2021-12-21|6685.0|0|6690.0|0|124.0|0|0.0|100
0|2021-12-22|6718.0|0|6723.0|0|127.0|0|0.0|100
0|2021-12-23|6718.0|0|6723.0|0|127.0|0|0.0|100
0|2021-12-24|6718.0|0|6723.0|0|127.0|0|0.0|100
0|2021-12-25|6718.0|0|6723.0|0|127.0|0|0.0|100
0|2021-12-26|6718.0|0|6723.0|0|127.0|0|0.0|100
0|2021-12-27|6779.0|0|6784.0|0|127.0|0|0.0|100
0|2021-12-28|6802.0|0|6807.0|0|128.0|0|0.0|100
0|2021-12-29|6824.0|0|6829.0|0|129.0|0|0.0|100
0|2021-12-30|6865.0|0|6870.0|0|130.0|0|0.0|100
0|2021-12-31|6865.0|0|6870.0|0|130.0|0|0.0|100
0|2022-01-01|6865.0|0|6870.0|0|130.0|0|0.0|100
0|2022-01-02|6865.0|0|6870.0|0|130.0|0|0.0|100
0|2022-01-03|6952.0|0|6957.0|0|130.0|0|0.0|100
0|2022-01-04|6974.0|0|6979.0|0|130.0|0|0.0|100
0|2022-01-05|7023.0|0|7028.0|0|130.0|0|0.0|100
0|2022-01-06|7090.0|0|7095.0|0|131.0|0|0.0|100
0|2022-01-07|7127.0|0|7132.0|0|133.0|0|0.0|100
0|2022-01-08|7127.0|0|7132.0|0|133.0|0|0.0|100
0|2022-01-09|7127.0|0|7132.0|0|133.0|0|0.0|100
0|2022-01-10|7237.0|0|7242.0|0|133.0|0|0.0|100
0|2022-01-11|7273.0|0|7278.0|0|135.0|0|0.0|100
0|2022-01-12|7316.0|0|7321.0|0|136.0|0|0.0|100
0|2022-01-13|7316.0|0|7383.0|0|136.0|0|0.0|100
0|2022-01-14|7431.0|0|7436.0|0|138.0|0|0.0|100
0|2022-01-15|7431.0|0|7436.0|0|138.0|0|0.0|100
0|2022-01-16|7431.0|0|7436.0|0|138.0|0|0.0|100
0|2022-01-17|7598.0|0|0.0|100|138.0|0|0.0|100
