|dates|Sanders_Montana_UnitedStates.JHU_ConfirmedCases.data|Sanders_Montana_UnitedStates.JHU_ConfirmedCases.missing|Sanders_Montana_UnitedStates.NYT_ConfirmedCases.data|Sanders_Montana_UnitedStates.NYT_ConfirmedCases.missing|Sanders_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Sanders_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Sanders_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Sanders_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|1490.0|0|1490.0|0|27.0|0|0.0|100
0|2021-11-19|1489.0|0|1489.0|0|27.0|0|0.0|100
0|2021-11-20|1489.0|0|1489.0|0|27.0|0|0.0|100
0|2021-11-21|1489.0|0|1489.0|0|27.0|0|0.0|100
0|2021-11-22|1499.0|0|1499.0|0|27.0|0|0.0|100
0|2021-11-23|1509.0|0|1509.0|0|29.0|0|0.0|100
0|2021-11-24|1515.0|0|1515.0|0|29.0|0|0.0|100
0|2021-11-25|1515.0|0|1515.0|0|29.0|0|0.0|100
0|2021-11-26|1515.0|0|1518.0|0|29.0|0|0.0|100
0|2021-11-27|1518.0|0|1518.0|0|29.0|0|0.0|100
0|2021-11-28|1518.0|0|1518.0|0|29.0|0|0.0|100
0|2021-11-29|1521.0|0|1521.0|0|29.0|0|0.0|100
0|2021-11-30|1523.0|0|1523.0|0|29.0|0|0.0|100
0|2021-12-01|1548.0|0|1548.0|0|29.0|0|0.0|100
0|2021-12-02|1550.0|0|1550.0|0|29.0|0|0.0|100
0|2021-12-03|1552.0|0|1552.0|0|29.0|0|0.0|100
0|2021-12-04|1552.0|0|1552.0|0|29.0|0|0.0|100
0|2021-12-05|1552.0|0|1552.0|0|29.0|0|0.0|100
0|2021-12-06|1555.0|0|1555.0|0|29.0|0|0.0|100
0|2021-12-07|1561.0|0|1561.0|0|29.0|0|0.0|100
0|2021-12-08|1567.0|0|1567.0|0|30.0|0|0.0|100
0|2021-12-09|1570.0|0|1570.0|0|30.0|0|0.0|100
0|2021-12-10|1570.0|0|1570.0|0|38.0|0|0.0|100
0|2021-12-11|1570.0|0|1570.0|0|38.0|0|0.0|100
0|2021-12-12|1570.0|0|1570.0|0|38.0|0|0.0|100
0|2021-12-13|1572.0|0|1572.0|0|39.0|0|0.0|100
0|2021-12-14|1572.0|0|1572.0|0|39.0|0|0.0|100
0|2021-12-15|1575.0|0|1575.0|0|40.0|0|0.0|100
0|2021-12-16|1576.0|0|1576.0|0|40.0|0|0.0|100
0|2021-12-17|1587.0|0|1587.0|0|40.0|0|0.0|100
0|2021-12-18|1587.0|0|1587.0|0|40.0|0|0.0|100
0|2021-12-19|1587.0|0|1587.0|0|40.0|0|0.0|100
0|2021-12-20|1587.0|0|1587.0|0|40.0|0|0.0|100
0|2021-12-21|1594.0|0|1594.0|0|40.0|0|0.0|100
0|2021-12-22|1597.0|0|1597.0|0|40.0|0|0.0|100
0|2021-12-23|1597.0|0|1597.0|0|40.0|0|0.0|100
0|2021-12-24|1597.0|0|1597.0|0|40.0|0|0.0|100
0|2021-12-25|1597.0|0|1597.0|0|40.0|0|0.0|100
0|2021-12-26|1597.0|0|1597.0|0|40.0|0|0.0|100
0|2021-12-27|1619.0|0|1619.0|0|40.0|0|0.0|100
0|2021-12-28|1623.0|0|1623.0|0|40.0|0|0.0|100
0|2021-12-29|1630.0|0|1630.0|0|40.0|0|0.0|100
0|2021-12-30|1633.0|0|1633.0|0|40.0|0|0.0|100
0|2021-12-31|1633.0|0|1633.0|0|40.0|0|0.0|100
0|2022-01-01|1633.0|0|1633.0|0|40.0|0|0.0|100
0|2022-01-02|1633.0|0|1633.0|0|40.0|0|0.0|100
0|2022-01-03|1642.0|0|1642.0|0|40.0|0|0.0|100
0|2022-01-04|1650.0|0|1650.0|0|40.0|0|0.0|100
0|2022-01-05|1660.0|0|1660.0|0|40.0|0|0.0|100
0|2022-01-06|1673.0|0|1673.0|0|40.0|0|0.0|100
0|2022-01-07|1674.0|0|1674.0|0|40.0|0|0.0|100
0|2022-01-08|1674.0|0|1674.0|0|40.0|0|0.0|100
0|2022-01-09|1674.0|0|1674.0|0|40.0|0|0.0|100
0|2022-01-10|1693.0|0|1693.0|0|40.0|0|0.0|100
0|2022-01-11|1697.0|0|1697.0|0|40.0|0|0.0|100
0|2022-01-12|1723.0|0|1723.0|0|40.0|0|0.0|100
0|2022-01-13|1723.0|0|1754.0|0|40.0|0|0.0|100
0|2022-01-14|1774.0|0|1774.0|0|40.0|0|0.0|100
0|2022-01-15|1774.0|0|1774.0|0|40.0|0|0.0|100
0|2022-01-16|1774.0|0|1774.0|0|40.0|0|0.0|100
0|2022-01-17|1774.0|0|0.0|100|40.0|0|0.0|100
