|dates|Putnam_Missouri_UnitedStates.JHU_ConfirmedCases.data|Putnam_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Missouri_UnitedStates.NYT_ConfirmedCases.data|Putnam_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Putnam_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|693.0|0|698.0|0|11.0|0|0.0|100
0|2021-12-03|698.0|0|698.0|0|19.0|0|0.0|100
0|2021-12-04|703.0|0|703.0|0|19.0|0|0.0|100
0|2021-12-05|705.0|0|705.0|0|19.0|0|0.0|100
0|2021-12-06|705.0|0|705.0|0|19.0|0|0.0|100
0|2021-12-07|711.0|0|711.0|0|19.0|0|0.0|100
0|2021-12-08|716.0|0|716.0|0|19.0|0|0.0|100
0|2021-12-09|718.0|0|718.0|0|19.0|0|0.0|100
0|2021-12-10|719.0|0|719.0|0|19.0|0|0.0|100
0|2021-12-11|721.0|0|721.0|0|19.0|0|0.0|100
0|2021-12-12|721.0|0|721.0|0|19.0|0|0.0|100
0|2021-12-13|721.0|0|721.0|0|19.0|0|0.0|100
0|2021-12-14|721.0|0|723.0|0|19.0|0|0.0|100
0|2021-12-15|734.0|0|734.0|0|19.0|0|0.0|100
0|2021-12-16|738.0|0|738.0|0|19.0|0|0.0|100
0|2021-12-17|743.0|0|743.0|0|19.0|0|0.0|100
0|2021-12-18|747.0|0|747.0|0|19.0|0|0.0|100
0|2021-12-19|747.0|0|747.0|0|19.0|0|0.0|100
0|2021-12-20|747.0|0|747.0|0|19.0|0|0.0|100
0|2021-12-21|755.0|0|755.0|0|19.0|0|0.0|100
0|2021-12-22|757.0|0|757.0|0|19.0|0|0.0|100
0|2021-12-23|762.0|0|762.0|0|19.0|0|0.0|100
0|2021-12-24|762.0|0|762.0|0|19.0|0|0.0|100
0|2021-12-25|762.0|0|762.0|0|19.0|0|0.0|100
0|2021-12-26|762.0|0|762.0|0|19.0|0|0.0|100
0|2021-12-27|763.0|0|763.0|0|19.0|0|0.0|100
0|2021-12-28|767.0|0|767.0|0|19.0|0|0.0|100
0|2021-12-29|770.0|0|770.0|0|19.0|0|0.0|100
0|2021-12-30|776.0|0|776.0|0|19.0|0|0.0|100
0|2021-12-31|776.0|0|776.0|0|19.0|0|0.0|100
0|2022-01-01|776.0|0|776.0|0|19.0|0|0.0|100
0|2022-01-02|776.0|0|776.0|0|19.0|0|0.0|100
0|2022-01-03|776.0|0|778.0|0|19.0|0|0.0|100
0|2022-01-04|780.0|0|780.0|0|20.0|0|0.0|100
0|2022-01-05|782.0|0|782.0|0|20.0|0|0.0|100
0|2022-01-06|793.0|0|793.0|0|20.0|0|0.0|100
0|2022-01-07|795.0|0|795.0|0|20.0|0|0.0|100
0|2022-01-08|799.0|0|799.0|0|20.0|0|0.0|100
0|2022-01-09|799.0|0|799.0|0|20.0|0|0.0|100
0|2022-01-10|800.0|0|800.0|0|20.0|0|0.0|100
0|2022-01-11|799.0|0|799.0|0|20.0|0|0.0|100
0|2022-01-12|799.0|0|799.0|0|20.0|0|0.0|100
0|2022-01-13|799.0|0|804.0|0|20.0|0|0.0|100
0|2022-01-14|810.0|0|810.0|0|20.0|0|0.0|100
0|2022-01-15|824.0|0|824.0|0|20.0|0|0.0|100
0|2022-01-16|824.0|0|824.0|0|20.0|0|0.0|100
0|2022-01-17|824.0|0|0.0|100|20.0|0|0.0|100
