|dates|Beaufort_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beaufort_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beaufort_NorthCarolina_UnitedStates.Male_Total_Population.data|Beaufort_NorthCarolina_UnitedStates.Male_Total_Population.missing|Beaufort_NorthCarolina_UnitedStates.Female_Total_Population.data|Beaufort_NorthCarolina_UnitedStates.Female_Total_Population.missing|Beaufort_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Beaufort_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-16|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-17|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-18|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-19|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-20|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-21|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-22|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-23|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-24|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-25|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-26|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-27|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-28|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-29|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-11-30|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-01|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-02|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-03|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-04|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-05|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-06|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-07|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-08|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-09|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-10|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-11|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-12|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-13|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-14|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-15|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-16|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-17|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-18|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-19|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-20|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-21|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-22|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-23|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-24|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-25|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-26|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-27|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-28|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-29|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-30|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2021-12-31|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-01|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-02|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-03|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-04|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-05|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-06|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-07|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-08|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-09|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-10|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-11|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-12|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-13|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-14|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-15|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-16|11281.0|0|22487.0|0|24592.0|0|9475.0|0
0|2022-01-17|11281.0|0|22487.0|0|24592.0|0|9475.0|0
