|dates|Flagler_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Flagler_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Flagler_Florida_UnitedStates.Male_Total_Population.data|Flagler_Florida_UnitedStates.Male_Total_Population.missing|Flagler_Florida_UnitedStates.Female_Total_Population.data|Flagler_Florida_UnitedStates.Female_Total_Population.missing|Flagler_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Flagler_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-08|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-09|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-10|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-11|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-12|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-13|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-14|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-15|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-16|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-17|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-18|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-19|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-20|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-21|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-22|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-23|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-24|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-25|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-26|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-27|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-28|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-29|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-30|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2021-12-31|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-01|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-02|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-03|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-04|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-05|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-06|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-07|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-08|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-09|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-10|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-11|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-12|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-13|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-14|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-15|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-16|34428.0|0|53927.0|0|58140.0|0|18884.0|0
0|2022-01-17|34428.0|0|53927.0|0|58140.0|0|18884.0|0
