|dates|Burnett_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Burnett_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Burnett_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Burnett_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Burnett_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Burnett_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Burnett_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Burnett_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|2546.0|0|2546.0|0|33.0|0|0.0|100
0|2021-11-20|2546.0|0|2546.0|0|33.0|0|0.0|100
0|2021-11-21|2546.0|0|2546.0|0|33.0|0|0.0|100
0|2021-11-22|2571.0|0|2571.0|0|33.0|0|0.0|100
0|2021-11-23|2605.0|0|2605.0|0|33.0|0|0.0|100
0|2021-11-24|2616.0|0|2616.0|0|33.0|0|0.0|100
0|2021-11-25|2616.0|0|2630.0|0|33.0|0|0.0|100
0|2021-11-26|2630.0|0|2630.0|0|33.0|0|0.0|100
0|2021-11-27|2630.0|0|2630.0|0|33.0|0|0.0|100
0|2021-11-28|2630.0|0|2630.0|0|33.0|0|0.0|100
0|2021-11-29|2632.0|0|2632.0|0|33.0|0|0.0|100
0|2021-11-30|2696.0|0|2696.0|0|33.0|0|0.0|100
0|2021-12-01|2713.0|0|2713.0|0|33.0|0|0.0|100
0|2021-12-02|2735.0|0|2735.0|0|33.0|0|0.0|100
0|2021-12-03|2744.0|0|2744.0|0|33.0|0|0.0|100
0|2021-12-04|2744.0|0|2744.0|0|33.0|0|0.0|100
0|2021-12-05|2744.0|0|2744.0|0|33.0|0|0.0|100
0|2021-12-06|2744.0|0|2744.0|0|33.0|0|0.0|100
0|2021-12-07|2744.0|0|2744.0|0|33.0|0|0.0|100
0|2021-12-08|2805.0|0|2805.0|0|33.0|0|0.0|100
0|2021-12-09|2825.0|0|2825.0|0|33.0|0|0.0|100
0|2021-12-10|2840.0|0|2840.0|0|33.0|0|0.0|100
0|2021-12-11|2840.0|0|2840.0|0|33.0|0|0.0|100
0|2021-12-12|2840.0|0|2840.0|0|33.0|0|0.0|100
0|2021-12-13|2867.0|0|2867.0|0|35.0|0|0.0|100
0|2021-12-14|2867.0|0|2887.0|0|35.0|0|0.0|100
0|2021-12-15|2903.0|0|2903.0|0|36.0|0|0.0|100
0|2021-12-16|2915.0|0|2915.0|0|36.0|0|0.0|100
0|2021-12-17|2926.0|0|2926.0|0|36.0|0|0.0|100
0|2021-12-18|2926.0|0|2926.0|0|36.0|0|0.0|100
0|2021-12-19|2926.0|0|2926.0|0|36.0|0|0.0|100
0|2021-12-20|2946.0|0|2946.0|0|36.0|0|0.0|100
0|2021-12-21|2961.0|0|2961.0|0|36.0|0|0.0|100
0|2021-12-22|2971.0|0|2971.0|0|36.0|0|0.0|100
0|2021-12-23|2977.0|0|2977.0|0|36.0|0|0.0|100
0|2021-12-24|2977.0|0|2977.0|0|36.0|0|0.0|100
0|2021-12-25|2977.0|0|2977.0|0|36.0|0|0.0|100
0|2021-12-26|2977.0|0|2977.0|0|36.0|0|0.0|100
0|2021-12-27|2977.0|0|2977.0|0|36.0|0|0.0|100
0|2021-12-28|2996.0|0|2996.0|0|36.0|0|0.0|100
0|2021-12-29|3005.0|0|3005.0|0|36.0|0|0.0|100
0|2021-12-30|3014.0|0|3014.0|0|36.0|0|0.0|100
0|2021-12-31|3030.0|0|3030.0|0|36.0|0|0.0|100
0|2022-01-01|3030.0|0|3030.0|0|36.0|0|0.0|100
0|2022-01-02|3030.0|0|3030.0|0|36.0|0|0.0|100
0|2022-01-03|3031.0|0|3031.0|0|36.0|0|0.0|100
0|2022-01-04|3031.0|0|3064.0|0|36.0|0|0.0|100
0|2022-01-05|3089.0|0|3089.0|0|36.0|0|0.0|100
0|2022-01-06|3110.0|0|3110.0|0|36.0|0|0.0|100
0|2022-01-07|3145.0|0|3145.0|0|36.0|0|0.0|100
0|2022-01-08|3145.0|0|3145.0|0|36.0|0|0.0|100
0|2022-01-09|3145.0|0|3145.0|0|36.0|0|0.0|100
0|2022-01-10|3174.0|0|3174.0|0|36.0|0|0.0|100
0|2022-01-11|3221.0|0|3221.0|0|36.0|0|0.0|100
0|2022-01-12|3254.0|0|3254.0|0|36.0|0|0.0|100
0|2022-01-13|3254.0|0|3285.0|0|36.0|0|0.0|100
0|2022-01-14|3325.0|0|3325.0|0|36.0|0|0.0|100
0|2022-01-15|3325.0|0|3325.0|0|36.0|0|0.0|100
0|2022-01-16|3325.0|0|3325.0|0|36.0|0|0.0|100
0|2022-01-17|3389.0|0|0.0|100|36.0|0|0.0|100
