|dates|Hamilton_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Nebraska_UnitedStates.Male_Total_Population.data|Hamilton_Nebraska_UnitedStates.Male_Total_Population.missing|Hamilton_Nebraska_UnitedStates.Female_Total_Population.data|Hamilton_Nebraska_UnitedStates.Female_Total_Population.missing|Hamilton_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-11-29|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-11-30|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-01|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-02|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-03|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-04|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-05|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-06|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-07|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-08|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-09|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-10|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-11|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-12|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-13|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-14|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-15|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-16|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-17|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-18|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-19|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-20|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-21|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-22|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-23|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-24|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-25|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-26|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-27|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-28|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-29|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-30|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2021-12-31|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-01|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-02|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-03|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-04|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-05|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-06|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-07|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-08|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-09|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-10|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-11|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-12|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-13|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-14|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-15|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-16|1847.0|0|4658.0|0|4622.0|0|2234.0|0
0|2022-01-17|1847.0|0|4658.0|0|4622.0|0|2234.0|0
