|dates|Harrison_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Harrison_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Harrison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|3899.0|0|3899.0|0|56.0|0|0.0|100
0|2021-12-26|3899.0|0|3899.0|0|56.0|0|0.0|100
0|2021-12-27|3951.0|0|3951.0|0|56.0|0|0.0|100
0|2021-12-28|3963.0|0|3963.0|0|56.0|0|0.0|100
0|2021-12-29|3985.0|0|3985.0|0|56.0|0|0.0|100
0|2021-12-30|3985.0|0|3985.0|0|56.0|0|0.0|100
0|2021-12-31|3985.0|0|3985.0|0|56.0|0|0.0|100
0|2022-01-01|3985.0|0|3985.0|0|56.0|0|0.0|100
0|2022-01-02|3985.0|0|3985.0|0|56.0|0|0.0|100
0|2022-01-03|4072.0|0|4072.0|0|57.0|0|0.0|100
0|2022-01-04|4085.0|0|4085.0|0|57.0|0|0.0|100
0|2022-01-05|4131.0|0|4131.0|0|57.0|0|0.0|100
0|2022-01-06|4177.0|0|4177.0|0|57.0|0|0.0|100
0|2022-01-07|4237.0|0|4237.0|0|57.0|0|0.0|100
0|2022-01-08|4237.0|0|4237.0|0|57.0|0|0.0|100
0|2022-01-09|4237.0|0|4237.0|0|57.0|0|0.0|100
0|2022-01-10|4303.0|0|4303.0|0|57.0|0|0.0|100
0|2022-01-11|4331.0|0|4331.0|0|57.0|0|0.0|100
0|2022-01-12|4382.0|0|4382.0|0|57.0|0|0.0|100
0|2022-01-13|4382.0|0|4435.0|0|57.0|0|0.0|100
0|2022-01-14|4500.0|0|4500.0|0|57.0|0|0.0|100
0|2022-01-15|4500.0|0|4500.0|0|57.0|0|0.0|100
0|2022-01-16|4500.0|0|4500.0|0|57.0|0|0.0|100
0|2022-01-17|4500.0|0|0.0|100|57.0|0|0.0|100
