|dates|Kent_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kent_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kent_Delaware_UnitedStates.Male_Total_Population.data|Kent_Delaware_UnitedStates.Male_Total_Population.missing|Kent_Delaware_UnitedStates.Female_Total_Population.data|Kent_Delaware_UnitedStates.Female_Total_Population.missing|Kent_Delaware_UnitedStates.MaleAndFemale_Under18_Population.data|Kent_Delaware_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-07|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-08|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-09|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-10|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-11|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-12|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-13|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-14|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-15|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-16|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-17|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-18|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-19|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-20|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-21|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-22|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-23|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-24|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-25|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-26|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-27|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-28|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-29|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-11-30|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-01|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-02|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-03|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-04|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-05|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-06|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-07|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-08|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-09|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-10|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-11|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-12|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-13|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-14|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-15|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-16|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-17|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-18|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-19|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-20|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-21|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-22|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-23|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-24|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-25|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-26|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-27|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-28|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-29|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-30|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2021-12-31|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-01|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-02|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-03|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-04|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-05|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-06|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-07|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-08|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-09|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-10|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-11|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-12|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-13|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-14|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-15|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-16|30483.0|0|86023.0|0|92527.0|0|40805.0|0
0|2022-01-17|30483.0|0|86023.0|0|92527.0|0|40805.0|0
