|dates|Monroe_Ohio_UnitedStates.JHU_ConfirmedCases.data|Monroe_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Ohio_UnitedStates.NYT_ConfirmedCases.data|Monroe_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|2523.0|0|2523.0|0|64.0|0|0.0|100
0|2021-12-23|2536.0|0|2536.0|0|64.0|0|0.0|100
0|2021-12-24|2542.0|0|2542.0|0|64.0|0|0.0|100
0|2021-12-25|2542.0|0|2542.0|0|64.0|0|0.0|100
0|2021-12-26|2547.0|0|2547.0|0|64.0|0|0.0|100
0|2021-12-27|2550.0|0|2550.0|0|64.0|0|0.0|100
0|2021-12-28|2575.0|0|2575.0|0|65.0|0|0.0|100
0|2021-12-29|2589.0|0|2589.0|0|65.0|0|0.0|100
0|2021-12-30|2606.0|0|2606.0|0|65.0|0|0.0|100
0|2021-12-31|2611.0|0|2611.0|0|67.0|0|0.0|100
0|2022-01-01|2611.0|0|2611.0|0|67.0|0|0.0|100
0|2022-01-02|2623.0|0|2623.0|0|67.0|0|0.0|100
0|2022-01-03|2633.0|0|2633.0|0|67.0|0|0.0|100
0|2022-01-04|2656.0|0|2656.0|0|67.0|0|0.0|100
0|2022-01-05|2678.0|0|2678.0|0|67.0|0|0.0|100
0|2022-01-06|2705.0|0|2705.0|0|67.0|0|0.0|100
0|2022-01-07|2728.0|0|2728.0|0|67.0|0|0.0|100
0|2022-01-08|2743.0|0|2743.0|0|67.0|0|0.0|100
0|2022-01-09|2751.0|0|2751.0|0|67.0|0|0.0|100
0|2022-01-10|2765.0|0|2765.0|0|67.0|0|0.0|100
0|2022-01-11|2808.0|0|2808.0|0|67.0|0|0.0|100
0|2022-01-12|2832.0|0|2832.0|0|67.0|0|0.0|100
0|2022-01-13|2832.0|0|2882.0|0|67.0|0|0.0|100
0|2022-01-14|2926.0|0|2926.0|0|68.0|0|0.0|100
0|2022-01-15|2959.0|0|2959.0|0|68.0|0|0.0|100
0|2022-01-16|2982.0|0|2982.0|0|68.0|0|0.0|100
0|2022-01-17|2993.0|0|0.0|100|68.0|0|0.0|100
