|dates|Montgomery_Missouri_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Missouri_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|1770.0|0|1770.0|0|34.0|0|0.0|100
0|2021-12-29|1779.0|0|1779.0|0|34.0|0|0.0|100
0|2021-12-30|1797.0|0|1797.0|0|34.0|0|0.0|100
0|2021-12-31|1797.0|0|1797.0|0|34.0|0|0.0|100
0|2022-01-01|1797.0|0|1797.0|0|34.0|0|0.0|100
0|2022-01-02|1797.0|0|1797.0|0|34.0|0|0.0|100
0|2022-01-03|1797.0|0|1817.0|0|34.0|0|0.0|100
0|2022-01-04|1832.0|0|1832.0|0|34.0|0|0.0|100
0|2022-01-05|1838.0|0|1838.0|0|34.0|0|0.0|100
0|2022-01-06|1849.0|0|1849.0|0|34.0|0|0.0|100
0|2022-01-07|1864.0|0|1864.0|0|34.0|0|0.0|100
0|2022-01-08|1881.0|0|1881.0|0|34.0|0|0.0|100
0|2022-01-09|1885.0|0|1885.0|0|34.0|0|0.0|100
0|2022-01-10|1895.0|0|1895.0|0|34.0|0|0.0|100
0|2022-01-11|1908.0|0|1908.0|0|35.0|0|0.0|100
0|2022-01-12|1933.0|0|1933.0|0|35.0|0|0.0|100
0|2022-01-13|1933.0|0|1945.0|0|35.0|0|0.0|100
0|2022-01-14|1963.0|0|1963.0|0|35.0|0|0.0|100
0|2022-01-15|2000.0|0|2000.0|0|35.0|0|0.0|100
0|2022-01-16|2000.0|0|2000.0|0|35.0|0|0.0|100
0|2022-01-17|2000.0|0|0.0|100|35.0|0|0.0|100
