|dates|Wichita_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wichita_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wichita_Kansas_UnitedStates.Male_Total_Population.data|Wichita_Kansas_UnitedStates.Male_Total_Population.missing|Wichita_Kansas_UnitedStates.Female_Total_Population.data|Wichita_Kansas_UnitedStates.Female_Total_Population.missing|Wichita_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Wichita_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-28|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2021-12-29|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2021-12-30|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2021-12-31|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-01|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-02|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-03|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-04|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-05|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-06|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-07|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-08|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-09|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-10|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-11|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-12|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-13|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-14|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-15|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-16|426.0|0|1073.0|0|1032.0|0|549.0|0
0|2022-01-17|426.0|0|1073.0|0|1032.0|0|549.0|0
