|dates|Keokuk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Keokuk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Keokuk_Iowa_UnitedStates.Male_Total_Population.data|Keokuk_Iowa_UnitedStates.Male_Total_Population.missing|Keokuk_Iowa_UnitedStates.Female_Total_Population.data|Keokuk_Iowa_UnitedStates.Female_Total_Population.missing|Keokuk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Keokuk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-24|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-11-25|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-11-26|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-11-27|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-11-28|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-11-29|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-11-30|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-01|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-02|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-03|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-04|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-05|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-06|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-07|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-08|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-09|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-10|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-11|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-12|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-13|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-14|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-15|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-16|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-17|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-18|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-19|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-20|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-21|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-22|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-23|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-24|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-25|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-26|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-27|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-28|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-29|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-30|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2021-12-31|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-01|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-02|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-03|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-04|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-05|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-06|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-07|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-08|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-09|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-10|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-11|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-12|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-13|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-14|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-15|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-16|2192.0|0|5201.0|0|5024.0|0|2346.0|0
0|2022-01-17|2192.0|0|5201.0|0|5024.0|0|2346.0|0
