|dates|Jersey_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jersey_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jersey_Illinois_UnitedStates.Male_Total_Population.data|Jersey_Illinois_UnitedStates.Male_Total_Population.missing|Jersey_Illinois_UnitedStates.Female_Total_Population.data|Jersey_Illinois_UnitedStates.Female_Total_Population.missing|Jersey_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Jersey_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-03|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-04|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-05|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-06|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-07|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-08|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-09|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-10|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-11|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-12|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-13|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-14|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-15|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-16|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-17|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-18|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-19|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-20|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-21|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-22|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-23|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-24|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-25|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-26|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-27|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-28|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-29|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-30|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2021-12-31|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-01|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-02|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-03|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-04|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-05|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-06|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-07|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-08|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-09|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-10|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-11|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-12|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-13|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-14|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-15|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-16|4260.0|0|10677.0|0|11170.0|0|4455.0|0
0|2022-01-17|4260.0|0|10677.0|0|11170.0|0|4455.0|0
