|dates|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wabaunsee_Kansas_UnitedStates.NYT_ConfirmedCases.data|Wabaunsee_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|1132.0|0|1132.0|0|18.0|0|0.0|100
0|2021-12-17|1159.0|0|1159.0|0|18.0|0|0.0|100
0|2021-12-18|1159.0|0|1159.0|0|18.0|0|0.0|100
0|2021-12-19|1159.0|0|1159.0|0|18.0|0|0.0|100
0|2021-12-20|1171.0|0|1171.0|0|18.0|0|0.0|100
0|2021-12-21|1171.0|0|1171.0|0|18.0|0|0.0|100
0|2021-12-22|1194.0|0|1194.0|0|18.0|0|0.0|100
0|2021-12-23|1194.0|0|1194.0|0|18.0|0|0.0|100
0|2021-12-24|1194.0|0|1194.0|0|18.0|0|0.0|100
0|2021-12-25|1194.0|0|1194.0|0|18.0|0|0.0|100
0|2021-12-26|1194.0|0|1194.0|0|18.0|0|0.0|100
0|2021-12-27|1218.0|0|1218.0|0|18.0|0|0.0|100
0|2021-12-28|1218.0|0|1218.0|0|18.0|0|0.0|100
0|2021-12-29|1228.0|0|1228.0|0|18.0|0|0.0|100
0|2021-12-30|1228.0|0|1228.0|0|18.0|0|0.0|100
0|2021-12-31|1228.0|0|1228.0|0|18.0|0|0.0|100
0|2022-01-01|1228.0|0|1228.0|0|18.0|0|0.0|100
0|2022-01-02|1228.0|0|1228.0|0|18.0|0|0.0|100
0|2022-01-03|1248.0|0|1248.0|0|18.0|0|0.0|100
0|2022-01-04|1248.0|0|1248.0|0|18.0|0|0.0|100
0|2022-01-05|1269.0|0|1269.0|0|18.0|0|0.0|100
0|2022-01-06|1269.0|0|1269.0|0|18.0|0|0.0|100
0|2022-01-07|1290.0|0|1290.0|0|19.0|0|0.0|100
0|2022-01-08|1290.0|0|1290.0|0|19.0|0|0.0|100
0|2022-01-09|1290.0|0|1290.0|0|19.0|0|0.0|100
0|2022-01-10|1305.0|0|1305.0|0|19.0|0|0.0|100
0|2022-01-11|1305.0|0|1305.0|0|19.0|0|0.0|100
0|2022-01-12|1305.0|0|1335.0|0|19.0|0|0.0|100
0|2022-01-13|1305.0|0|1364.0|0|19.0|0|0.0|100
0|2022-01-14|1402.0|0|1402.0|0|20.0|0|0.0|100
0|2022-01-15|1402.0|0|1402.0|0|20.0|0|0.0|100
0|2022-01-16|1402.0|0|1402.0|0|20.0|0|0.0|100
0|2022-01-17|1402.0|0|0.0|100|20.0|0|0.0|100
