|dates|Hartford_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hartford_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hartford_Connecticut_UnitedStates.Male_Total_Population.data|Hartford_Connecticut_UnitedStates.Male_Total_Population.missing|Hartford_Connecticut_UnitedStates.Female_Total_Population.data|Hartford_Connecticut_UnitedStates.Female_Total_Population.missing|Hartford_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Hartford_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-07|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-08|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-09|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-10|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-11|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-12|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-13|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-14|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-15|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-16|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-17|152874.0|0|434117.0|0|458580.0|0|187304.0|0
