|dates|Jefferson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Nebraska_UnitedStates.Male_Total_Population.data|Jefferson_Nebraska_UnitedStates.Male_Total_Population.missing|Jefferson_Nebraska_UnitedStates.Female_Total_Population.data|Jefferson_Nebraska_UnitedStates.Female_Total_Population.missing|Jefferson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-11-29|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-11-30|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-01|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-02|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-03|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-04|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-05|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-06|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-07|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-08|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-09|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-10|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-11|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-12|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-13|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-14|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-15|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-16|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-17|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-18|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-19|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-20|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-21|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-22|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-23|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-24|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-25|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-26|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-27|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-28|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-29|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-30|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2021-12-31|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-01|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-02|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-03|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-04|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-05|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-06|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-07|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-08|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-09|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-10|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-11|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-12|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-13|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-14|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-15|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-16|1698.0|0|3511.0|0|3586.0|0|1564.0|0
0|2022-01-17|1698.0|0|3511.0|0|3586.0|0|1564.0|0
