|dates|Donley_Texas_UnitedStates.JHU_ConfirmedCases.data|Donley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Donley_Texas_UnitedStates.NYT_ConfirmedCases.data|Donley_Texas_UnitedStates.NYT_ConfirmedCases.missing|Donley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Donley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Donley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Donley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|713.0|0|713.0|0|18.0|0|0.0|100
0|2021-12-28|722.0|0|722.0|0|18.0|0|0.0|100
0|2021-12-29|727.0|0|727.0|0|18.0|0|0.0|100
0|2021-12-30|729.0|0|729.0|0|18.0|0|0.0|100
0|2021-12-31|729.0|0|729.0|0|18.0|0|0.0|100
0|2022-01-01|729.0|0|729.0|0|18.0|0|0.0|100
0|2022-01-02|729.0|0|729.0|0|18.0|0|0.0|100
0|2022-01-03|739.0|0|739.0|0|18.0|0|0.0|100
0|2022-01-04|747.0|0|747.0|0|18.0|0|0.0|100
0|2022-01-05|749.0|0|749.0|0|18.0|0|0.0|100
0|2022-01-06|751.0|0|751.0|0|18.0|0|0.0|100
0|2022-01-07|751.0|0|751.0|0|18.0|0|0.0|100
0|2022-01-08|754.0|0|754.0|0|18.0|0|0.0|100
0|2022-01-09|756.0|0|756.0|0|18.0|0|0.0|100
0|2022-01-10|759.0|0|759.0|0|18.0|0|0.0|100
0|2022-01-11|760.0|0|760.0|0|18.0|0|0.0|100
0|2022-01-12|765.0|0|765.0|0|19.0|0|0.0|100
0|2022-01-13|765.0|0|769.0|0|19.0|0|0.0|100
0|2022-01-14|769.0|0|866.0|0|19.0|0|0.0|100
0|2022-01-15|871.0|0|871.0|0|20.0|0|0.0|100
0|2022-01-16|872.0|0|872.0|0|20.0|0|0.0|100
0|2022-01-17|873.0|0|0.0|100|20.0|0|0.0|100
