|dates|Runnels_Texas_UnitedStates.JHU_ConfirmedCases.data|Runnels_Texas_UnitedStates.JHU_ConfirmedCases.missing|Runnels_Texas_UnitedStates.NYT_ConfirmedCases.data|Runnels_Texas_UnitedStates.NYT_ConfirmedCases.missing|Runnels_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Runnels_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Runnels_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Runnels_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|1731.0|0|1731.0|0|54.0|0|0.0|100
0|2021-11-23|1732.0|0|1732.0|0|54.0|0|0.0|100
0|2021-11-24|1733.0|0|1733.0|0|54.0|0|0.0|100
0|2021-11-25|1733.0|0|1733.0|0|54.0|0|0.0|100
0|2021-11-26|1733.0|0|1733.0|0|54.0|0|0.0|100
0|2021-11-27|1733.0|0|1733.0|0|54.0|0|0.0|100
0|2021-11-28|1733.0|0|1733.0|0|54.0|0|0.0|100
0|2021-11-29|1735.0|0|1735.0|0|54.0|0|0.0|100
0|2021-11-30|1738.0|0|1738.0|0|54.0|0|0.0|100
0|2021-12-01|1744.0|0|1744.0|0|55.0|0|0.0|100
0|2021-12-02|1746.0|0|1746.0|0|55.0|0|0.0|100
0|2021-12-03|1747.0|0|1747.0|0|55.0|0|0.0|100
0|2021-12-04|1749.0|0|1749.0|0|55.0|0|0.0|100
0|2021-12-05|1749.0|0|1749.0|0|55.0|0|0.0|100
0|2021-12-06|1750.0|0|1750.0|0|55.0|0|0.0|100
0|2021-12-07|1751.0|0|1751.0|0|55.0|0|0.0|100
0|2021-12-08|1753.0|0|1753.0|0|55.0|0|0.0|100
0|2021-12-09|1754.0|0|1754.0|0|55.0|0|0.0|100
0|2021-12-10|1758.0|0|1758.0|0|56.0|0|0.0|100
0|2021-12-11|1758.0|0|1758.0|0|56.0|0|0.0|100
0|2021-12-12|1759.0|0|1759.0|0|56.0|0|0.0|100
0|2021-12-13|1759.0|0|1759.0|0|56.0|0|0.0|100
0|2021-12-14|1759.0|0|1759.0|0|56.0|0|0.0|100
0|2021-12-15|1761.0|0|1761.0|0|56.0|0|0.0|100
0|2021-12-16|1765.0|0|1765.0|0|56.0|0|0.0|100
0|2021-12-17|1766.0|0|1766.0|0|56.0|0|0.0|100
0|2021-12-18|1767.0|0|1767.0|0|56.0|0|0.0|100
0|2021-12-19|1767.0|0|1767.0|0|56.0|0|0.0|100
0|2021-12-20|1767.0|0|1767.0|0|56.0|0|0.0|100
0|2021-12-21|1769.0|0|1769.0|0|56.0|0|0.0|100
0|2021-12-22|1769.0|0|1770.0|0|56.0|0|0.0|100
0|2021-12-23|1770.0|0|1770.0|0|56.0|0|0.0|100
0|2021-12-24|1770.0|0|1770.0|0|56.0|0|0.0|100
0|2021-12-25|1770.0|0|1770.0|0|56.0|0|0.0|100
0|2021-12-26|1770.0|0|1770.0|0|56.0|0|0.0|100
0|2021-12-27|1778.0|0|1778.0|0|56.0|0|0.0|100
0|2021-12-28|1781.0|0|1781.0|0|56.0|0|0.0|100
0|2021-12-29|1784.0|0|1784.0|0|56.0|0|0.0|100
0|2021-12-30|1786.0|0|1786.0|0|56.0|0|0.0|100
0|2021-12-31|1786.0|0|1786.0|0|56.0|0|0.0|100
0|2022-01-01|1786.0|0|1786.0|0|56.0|0|0.0|100
0|2022-01-02|1786.0|0|1786.0|0|56.0|0|0.0|100
0|2022-01-03|1807.0|0|1807.0|0|56.0|0|0.0|100
0|2022-01-04|1815.0|0|1815.0|0|56.0|0|0.0|100
0|2022-01-05|1820.0|0|1820.0|0|56.0|0|0.0|100
0|2022-01-06|1829.0|0|1829.0|0|56.0|0|0.0|100
0|2022-01-07|1837.0|0|1837.0|0|56.0|0|0.0|100
0|2022-01-08|1840.0|0|1840.0|0|56.0|0|0.0|100
0|2022-01-09|1849.0|0|1849.0|0|56.0|0|0.0|100
0|2022-01-10|1863.0|0|1863.0|0|56.0|0|0.0|100
0|2022-01-11|1869.0|0|1869.0|0|56.0|0|0.0|100
0|2022-01-12|1889.0|0|1889.0|0|56.0|0|0.0|100
0|2022-01-13|1889.0|0|1922.0|0|56.0|0|0.0|100
0|2022-01-14|1922.0|0|1951.0|0|56.0|0|0.0|100
0|2022-01-15|1961.0|0|1961.0|0|57.0|0|0.0|100
0|2022-01-16|1976.0|0|1976.0|0|57.0|0|0.0|100
0|2022-01-17|1978.0|0|0.0|100|57.0|0|0.0|100
