|dates|Sullivan_Missouri_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Missouri_UnitedStates.NYT_ConfirmedCases.data|Sullivan_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Sullivan_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1297.0|0|1297.0|0|17.0|0|0.0|100
0|2021-12-11|1301.0|0|1301.0|0|17.0|0|0.0|100
0|2021-12-12|1302.0|0|1302.0|0|17.0|0|0.0|100
0|2021-12-13|1302.0|0|1302.0|0|17.0|0|0.0|100
0|2021-12-14|1302.0|0|1307.0|0|17.0|0|0.0|100
0|2021-12-15|1313.0|0|1313.0|0|17.0|0|0.0|100
0|2021-12-16|1321.0|0|1321.0|0|17.0|0|0.0|100
0|2021-12-17|1329.0|0|1329.0|0|17.0|0|0.0|100
0|2021-12-18|1332.0|0|1332.0|0|17.0|0|0.0|100
0|2021-12-19|1332.0|0|1332.0|0|17.0|0|0.0|100
0|2021-12-20|1332.0|0|1332.0|0|17.0|0|0.0|100
0|2021-12-21|1335.0|0|1335.0|0|17.0|0|0.0|100
0|2021-12-22|1336.0|0|1336.0|0|17.0|0|0.0|100
0|2021-12-23|1338.0|0|1338.0|0|17.0|0|0.0|100
0|2021-12-24|1338.0|0|1338.0|0|17.0|0|0.0|100
0|2021-12-25|1338.0|0|1338.0|0|17.0|0|0.0|100
0|2021-12-26|1338.0|0|1338.0|0|17.0|0|0.0|100
0|2021-12-27|1339.0|0|1339.0|0|17.0|0|0.0|100
0|2021-12-28|1339.0|0|1339.0|0|17.0|0|0.0|100
0|2021-12-29|1344.0|0|1344.0|0|19.0|0|0.0|100
0|2021-12-30|1346.0|0|1346.0|0|19.0|0|0.0|100
0|2021-12-31|1346.0|0|1346.0|0|19.0|0|0.0|100
0|2022-01-01|1346.0|0|1346.0|0|19.0|0|0.0|100
0|2022-01-02|1346.0|0|1346.0|0|19.0|0|0.0|100
0|2022-01-03|1346.0|0|1348.0|0|19.0|0|0.0|100
0|2022-01-04|1352.0|0|1352.0|0|20.0|0|0.0|100
0|2022-01-05|1354.0|0|1354.0|0|20.0|0|0.0|100
0|2022-01-06|1361.0|0|1361.0|0|20.0|0|0.0|100
0|2022-01-07|1366.0|0|1366.0|0|20.0|0|0.0|100
0|2022-01-08|1369.0|0|1369.0|0|20.0|0|0.0|100
0|2022-01-09|1369.0|0|1369.0|0|20.0|0|0.0|100
0|2022-01-10|1371.0|0|1371.0|0|20.0|0|0.0|100
0|2022-01-11|1376.0|0|1376.0|0|21.0|0|0.0|100
0|2022-01-12|1381.0|0|1381.0|0|20.0|0|0.0|100
0|2022-01-13|1381.0|0|1401.0|0|20.0|0|0.0|100
0|2022-01-14|1407.0|0|1407.0|0|20.0|0|0.0|100
0|2022-01-15|1416.0|0|1416.0|0|20.0|0|0.0|100
0|2022-01-16|1416.0|0|1416.0|0|20.0|0|0.0|100
0|2022-01-17|1416.0|0|0.0|100|20.0|0|0.0|100
